word,score,wordCount,NN_Rank
@discodan142,-2.7561135,1,11040
@_sugasuga,-2.7561135,1,11041
@thomcakey,-2.7561135,1,11042
kwoker,-2.7561135,1,11043
@janjan4eva,-2.7561135,1,11044
@dantastic1987,-2.7561135,1,11045
50/60mins,-2.7561135,1,11046
@estark09,-2.7561135,1,11047
@sjhearn9,-2.7561135,1,11048
divideandconquer,-2.7561135,1,11049
@elizakhallock,-2.7561135,1,11050
@nortoncaitlin,-2.7561135,1,11051
frankparker,-2.7561135,2,11052
@johnhath,-2.7561135,1,11053
@torriea9,-2.7561135,1,11054
lessâ€wooooowwwww,-2.7561135,1,11055
@shuhaidahh,-2.7561135,1,11056
laids,-2.7561135,1,11057
@evilbottle,-2.7561135,1,11058
sillystringat5,-2.7561135,1,11059
@kangachad,-2.7561135,1,11060
@kristnmalea,-2.7561135,1,11061
@megalwaysrunnin,-2.7561135,1,11062
dn't,-2.7561135,1,11063
@meganevs,-2.7561135,1,11064
@emily_renwick,-2.7561135,1,11065
@niaphillips1,-2.7561135,1,11066
okaayy,-2.7561135,1,11067
sayyes,-2.7561135,5,11068
imsoexcited,-2.7561135,1,11069
mrs.schlorman,-2.7561135,2,11070
secretsunday,-2.7561135,1,11071
ewk,-2.7561135,1,11072
twoliterbottleofpepsi,-2.7561135,1,11073
bullimiamoment,-2.7561135,1,11074
eyesâ€,-2.7561135,1,11075
grilledchicken,-2.7561135,2,11076
looooonnnggg,-2.7561135,2,11077
iheartweed,-2.7561135,1,11078
9.05am,-2.7561135,2,11079
culversicecream,-2.7561135,2,11080
heyann,-2.7561135,2,11081
@madbec42,-2.7561135,1,11082
krtu,-2.7561135,1,11083
ilovefood,-2.7561135,2,11084
@bradfordreilly,-2.7561135,1,11085
conard,-2.7561135,2,11086
@joeyrichterarmy,-2.7561135,1,11087
@imagleekbaby,-2.7561135,1,11088
finalsblow,-2.7561135,2,11089
squillaci,-2.7561135,1,11090
freeday,-2.7561135,1,11091
@totaltrafficla,-2.7561135,1,11092
@zonozi,-2.7561135,1,11093
@johnsonhannah,-2.7561135,1,11094
lolxd,-2.7561135,1,11095
gotebow,-2.7561135,1,11096
excitedlyfrustrated,-2.7561135,1,11097
@spreadingjoy,-2.7561135,1,11098
4:11,-2.7561135,1,11099
mufu*king,-2.7561135,1,11100
@lsaucy21,-2.7561135,2,11101
tienight,-2.7561135,1,11102
awwwwwh,-2.7561135,1,11103
@niamhul,-2.7561135,1,11104
howlonguntilnextsdlc,-2.7561135,1,11105
@nickybelardo,-2.7561135,1,11106
seasonisover,-2.7561135,1,11107
@alstons7,-2.7561135,1,11108
.isxxx,-2.7561135,1,11109
cdnpoli,-2.7561135,1,11110
@oinkapp,-2.7561135,1,11111
@oguntonakemi,-2.7561135,1,11112
@superfuzzbuzz,-2.7561135,1,11113
ouiouiouioui,-2.7561135,1,11114
@benfarrantmusic,-2.7561135,1,11115
@sam_bottega,-2.7561135,1,11116
@makenziejane,-2.7561135,1,11117
@simplegreen67,-2.7561135,1,11118
@taylorsayles,-2.7561135,1,11119
wgtb,-2.7561135,1,11120
@askforhelp,-2.7561135,1,11121
@goldberg,-2.7561135,1,11122
throwit,-2.7561135,1,11123
@damejudiofdench,-2.7561135,2,11124
mellark,-2.7561135,1,11125
butiamhopeful,-2.7561135,1,11126
help.want,-2.7561135,1,11127
musicallyfullfilled,-2.7561135,2,11128
wtfuffle,-2.7561135,1,11129
@ryleebugg214,-2.7561135,1,11130
@hcrachel,-2.7561135,1,11131
aslkfnekrjn,-2.7561135,1,11132
91:11,-2.7561135,2,11133
uqresults,-2.7561135,1,11134
@rottentomatoes,-2.7561135,1,11135
@nufilo,-2.7561135,2,11136
@cash_cream,-2.7561135,1,11137
@ianmakay,-2.7561135,1,11138
fifa12,-2.7561135,2,11139
hateeverything,-2.7561135,1,11140
@dorcia316,-2.7561135,2,11141
@patwell,-2.7561135,2,11142
@coller81,-2.7561135,1,11143
@bogortrance,-2.7561135,2,11144
@malcsf,-2.7561135,1,11145
hoodwinked2,-2.7561135,2,11146
ughhhhhhhhhh,-2.7561135,1,11147
@jhiggs86,-2.7561135,1,11148
@mariasellas,-2.7561135,1,11149
@jaimelynarmy,-2.7561135,1,11150
@kristenroche42,-2.7561135,1,11151
bandgeekproblems,-2.7561135,1,11152
aaalllllli,-2.7561135,1,11153
@danyell53,-2.7561135,1,11154
@lagana,-2.7561135,1,11155
@littledebbie,-2.7561135,1,11156
@keurig,-2.7561135,1,11157
o/,-2.7561135,4,11158
@leah_plowman,-2.7561135,1,11159
wedon't,-2.7561135,1,11160
@btdubs_yes,-2.7561135,1,11161
`,-2.7561135,1,11162
macdons,-2.7561135,1,11163
cantgetenough,-2.7561135,1,11164
manningtree,-2.7561135,1,11165
  ,-2.7561135,337,11166
â€œ@vinnyguadagnino,-2.7561135,1,11167
@cole_ac1,-2.7561135,1,11168
crazygfproblem,-2.7561135,1,11169
realâ€,-2.7561135,1,11170
@kayleighhhx3,-2.7561135,1,11171
creys,-2.7561135,1,11172
@bfa_chonnie,-2.7561135,2,11173
@melissatrunzo,-2.7561135,1,11174
priclesmoments,-2.7561135,2,11175
hereâ€,-2.7561135,1,11176
@mr_smerke3,-2.7561135,1,11177
pedoface,-2.7561135,1,11178
@daviidismail,-2.7561135,1,11179
prepared!.,-2.7561135,1,11180
@kaleighbrewer,-2.7561135,1,11181
@laurenlizglitz,-2.7561135,1,11182
3:16,-2.7561135,1,11183
@sarahrydurr,-2.7561135,1,11184
@benlabolt,-2.7561135,1,11185
atruefriend,-2.7561135,2,11186
@ppppolls,-2.7561135,1,11187
meâ€awwwwwwwww,-2.7561135,1,11188
â€œ@carelessme_18,-2.7561135,1,11189
ows'ers,-2.7561135,1,11190
revengewillbemine,-2.7561135,1,11191
@vintagececilia,-2.7561135,1,11192
@kendall_meyers,-2.7561135,1,11193
@alisonhaislip,-2.7561135,1,11194
@katepinksmith,-2.7561135,1,11195
mustles,-2.7561135,1,11196
there?)â€,-2.7561135,1,11197
jusst_lovee,-2.7561135,1,11198
@lampy19,-2.7561135,1,11199
@justin_5himer,-2.7561135,2,11200
tommora,-2.7561135,2,11201
@ramias23,-2.7561135,1,11202
â£37,-2.7561135,1,11203
@rawanajina,-2.7561135,1,11204
@justintime_24,-2.7561135,1,11205
@laurenhowell15,-2.7561135,1,11206
@_3v,-2.7561135,1,11207
@kisskp,-2.7561135,1,11208
@mzjessy2you,-2.7561135,1,11209
pictureee,-2.7561135,1,11210
@mmillane,-2.7561135,1,11211
dickmania,-2.7561135,1,11212
@imshuffling,-2.7561135,1,11213
drewdiamond32,-2.7561135,1,11214
hper,-2.7561135,1,11215
@ronakbear,-2.7561135,1,11216
@maryroseo,-2.7561135,1,11217
@joebuffalowins,-2.7561135,1,11218
ruinedddd,-2.7561135,1,11219
@birchbox,-2.7561135,1,11220
@courtellini,-2.7561135,1,11221
dffrnt,-2.7561135,2,11222
@ncaslang,-2.7561135,1,11223
@greysonskitten,-2.7561135,1,11224
@dezzyfly,-2.7561135,1,11225
@butimnotcool,-2.7561135,1,11226
@johncmayer,-2.7561135,1,11227
am.â,-2.7561135,1,11228
fwm,-2.7561135,1,11229
@ladyp1785,-2.7561135,1,11230
pressies&a,-2.7561135,1,11231
@rhoadswisdom,-2.7561135,1,11232
@charmz90,-2.7561135,1,11233
@kelseyrae_93,-2.7561135,1,11234
@matt_j_little,-2.7561135,1,11235
@purst0na1,-2.7561135,1,11236
lindeberg,-2.7561135,1,11237
4:4,-2.7561135,2,11238
o!god,-2.7561135,1,11239
godsgrace,-2.7561135,1,11240
@mrmando_12,-2.7561135,1,11241
smokesuminden,-2.7561135,1,11242
@mrtinktinkizfly,-2.7561135,1,11243
@niccxxo,-2.7561135,1,11244
mrs.byrum,-2.7561135,2,11245
thisisgoingtobealongnight,-2.7561135,2,11246
@missrit10,-2.7561135,1,11247
@bckmph,-2.7561135,1,11248
@luvvlivelife,-2.7561135,1,11249
@eastcoastuk,-2.7561135,1,11250
info@dropsofgrace.org,-2.7561135,1,11251
@kendiesmith,-2.7561135,1,11252
godeacs,-2.7561135,1,11253
â€œ@_ismellroses,-2.7561135,1,11254
woahhhhhhh,-2.7561135,1,11255
@yungboss187,-2.7561135,1,11256
@roweenaweb,-2.7561135,1,11257
@seanquigley204,-2.7561135,2,11258
annddddd,-2.7561135,3,11259
.@doobie_oobie,-2.7561135,1,11260
@caramorris,-2.7561135,1,11261
swollen:/,-2.7561135,1,11262
eeeeeewww,-2.7561135,1,11263
@treyshaunz,-2.7561135,1,11264
8927398456,-2.7561135,3,11265
waronterror,-2.7561135,1,11266
didntseethisonecoming,-2.7561135,1,11267
@andyj82294,-2.7561135,1,11268
@amburmariex,-2.7561135,1,11269
phillipians,-2.7561135,1,11270
the1percent,-2.7561135,1,11271
@southlandcc,-2.7561135,1,11272
@sdruce17,-2.7561135,1,11273
o.rt,-2.7561135,1,11274
@pnrieslingfan,-2.7561135,1,11275
drakedepression,-2.7561135,1,11276
@justiceyilek,-2.7561135,1,11277
@luvsheppy,-2.7561135,1,11278
@bdgparty_club,-2.7561135,1,11279
@morrplease,-2.7561135,1,11280
phooson,-2.7561135,1,11281
@aaroncurry51,-2.7561135,1,11282
@lauraquile,-2.7561135,1,11283
@tanner_law,-2.7561135,1,11284
3.stand,-2.7561135,1,11285
2.parents,-2.7561135,1,11286
@nealsdeli,-2.7561135,1,11287
1.allah,-2.7561135,1,11288
badush,-2.7561135,2,11289
trackitdown,-2.7561135,2,11290
awckward,-2.7561135,1,11291
wednseday,-2.7561135,2,11292
@joekitzinger90,-2.7561135,1,11293
gonnaneedcoffee,-2.7561135,1,11294
befofe,-2.7561135,1,11295
@scottblanton,-2.7561135,1,11296
christwist,-2.7561135,6,11297
@dhanesocces,-2.7561135,6,11298
@djgemmafurbank,-2.7561135,1,11299
sprialofdoom,-2.7561135,1,11300
callsîœ¨,-2.7561135,1,11301
howlovely,-2.7561135,1,11302
mr.perfect,-2.7561135,1,11303
fallinghard,-2.7561135,1,11304
baptizimal,-2.7561135,2,11305
@nathan_buchheits,-2.7561135,2,11306
welcomee,-2.7561135,1,11307
îƒîœîšîˆ,-2.7561135,1,11308
4:12,-2.7561135,2,11309
@jiffyrockets,-2.7561135,1,11310
@kennykingpinanx,-2.7561135,1,11311
@masters_say,-2.7561135,1,11312
imiss12303,-2.7561135,1,11313
@samia_tahir,-2.7561135,1,11314
@lferg42,-2.7561135,1,11315
@icecapsahl,-2.7561135,1,11316
@malstott1,-2.7561135,1,11317
@nurdiantolight,-2.7561135,1,11318
@freethehikers,-2.7561135,1,11319
@moecity_allout,-2.7561135,2,11320
weaklen,-2.7561135,1,11321
@biblicious,-2.7561135,1,11322
toosober,-2.7561135,1,11323
@parkviewchurch,-2.7561135,1,11324
@daniellezbodula,-2.7561135,1,11325
catch'em,-2.7561135,1,11326
@saa_utsc,-2.7561135,1,11327
gccal,-2.7561135,1,11328
ineedalife,-2.7561135,1,11329
scienceisevil,-2.7561135,1,11330
doodlejump,-2.7561135,1,11331
imtired,-2.7561135,5,11332
god.teach,-2.7561135,1,11333
@carson_michelle,-2.7561135,1,11334
@karla_isabella2,-2.7561135,1,11335
@idgaf_nigga,-2.7561135,1,11336
winâ€â€,-2.7561135,1,11337
@nadaa2124,-2.7561135,1,11338
schuller,-2.7561135,3,11339
babywithdrawal,-2.7561135,1,11340
@wolfskulljack,-2.7561135,1,11341
freeshafi,-2.7561135,1,11342
arggggggggggggh,-2.7561135,1,11343
@denisenery,-2.7561135,1,11344
@itsmelanieamaro,-2.7561135,1,11345
dontbeabitchthen,-2.7561135,1,11346
newlove,-2.7561135,1,11347
â€œ@kgoradio,-2.7561135,1,11348
@iam_briqqz,-2.7561135,1,11349
injuryâ€,-2.7561135,1,11350
schoolsadrag,-2.7561135,2,11351
areyouscared,-2.7561135,1,11352
gopdebate,-2.7561135,1,11353
@mrslbbluth,-2.7561135,1,11354
longfilms,-2.7561135,1,11355
dajaj,-2.7561135,1,11356
@kez_turner,-2.7561135,1,11357
gradschoolproblems,-2.7561135,1,11358
let.s,-2.7561135,1,11359
@deadmau5_satour,-2.7561135,1,11360
@yoroyalfreshnes,-2.7561135,1,11361
@assemmemon,-2.7561135,1,11362
woowoof,-2.7561135,4,11363
howlidays,-2.7561135,1,11364
bit.ly/tan1j3,-2.7561135,1,11365
2u&urs,-2.7561135,4,11366
@abzwilliamson,-2.7561135,2,11367
thisisgonnabealong3hours,-2.7561135,2,11368
dontknowwhattodo,-2.7561135,1,11369
@coachcaudilla,-2.7561135,1,11370
@kevinmcmonigle,-2.7561135,1,11371
blackfridaymaddness,-2.7561135,1,11372
"mandisa""//",-2.7561135,1,11373
psalm90:14,-2.7561135,1,11374
@meganbohinc,-2.7561135,1,11375
@prince_yaz,-2.7561135,1,11376
@lastkissyndrome,-2.7561135,1,11377
loveschool,-2.7561135,1,11378
@zoecarney,-2.7561135,1,11379
ngog,-2.7561135,1,11380
forsan,-2.7561135,1,11381
ty4rt,-2.7561135,2,11382
@revrunwisdom,-2.7561135,86,11383
@enjoielife,-2.7561135,1,11384
@shicooks,-2.7561135,1,11385
kents,-2.7561135,1,11386
rotflmbao,-2.7561135,1,11387
0.9.9b8,-2.7561135,1,11388
tetheredness,-2.7561135,1,11389
q&a,-2.7561135,1,11390
albreezy,-2.7561135,1,11391
@lateralliegator,-2.7561135,1,11392
yippiie,-2.7561135,1,11393
cirgury,-2.7561135,1,11394
@mermaidmccall,-2.7561135,1,11395
furday,-2.7561135,1,11396
@kellyoliveri,-2.7561135,2,11397
alllie,-2.7561135,1,11398
watch'n,-2.7561135,1,11399
â˜º/,-2.7561135,1,11400
mothafuka,-2.7561135,1,11401
fooledyou,-2.7561135,1,11402
thekwini,-2.7561135,1,11403
ripdunn,-2.7561135,1,11404
@shannonbyrnex,-2.7561135,1,11405
@__vivalatwitch,-2.7561135,1,11406
@brooklyns_moko,-2.7561135,1,11407
@sirfat,-2.7561135,1,11408
@sirrubalot,-2.7561135,1,11409
@smajola,-2.7561135,1,11410
@kaceface92,-2.7561135,1,11411
@urhighness54,-2.7561135,1,11412
nompton,-2.7561135,1,11413
@alfranks07,-2.7561135,1,11414
smokke,-2.7561135,1,11415
@chris_cu3,-2.7561135,1,11416
@deadmau5,-2.7561135,1,11417
ucabanga,-2.7561135,1,11418
@chelsssaayy,-2.7561135,1,11419
@ree_sqrd,-2.7561135,1,11420
@shannymo31,-2.7561135,1,11421
@beadssomething,-2.7561135,1,11422
2:36,-2.7561135,1,11423
@bobbystompy,-2.7561135,1,11424
î–î€¢,-2.7561135,3,11425
thankssanta,-2.7561135,1,11426
@thedailyshow,-2.7561135,1,11427
@heidiraff,-2.7561135,1,11428
mcguireumc,-2.7561135,1,11429
@ammunition4god,-2.7561135,1,11430
amsleepy,-2.7561135,1,11431
@cochrane1991,-2.7561135,1,11432
@taylor_howe,-2.7561135,1,11433
@kaleigh_boylan,-2.7561135,1,11434
@maaarex3,-2.7561135,1,11435
@rosscollings,-2.7561135,1,11436
@stickin2dagcode,-2.7561135,1,11437
happiestplaceonearth,-2.7561135,2,11438
rudeawakening,-2.7561135,1,11439
iknowwhatitis,-2.7561135,1,11440
@emeeny,-2.7561135,1,11441
@jacobscrosstv,-2.7561135,1,11442
@ohtasteandsee,-2.7561135,2,11443
@fabloj,-2.7561135,1,11444
fkkk,-2.7561135,1,11445
suitandtie,-2.7561135,1,11446
@durkkkinn419,-2.7561135,1,11447
knowwwwwwww,-2.7561135,1,11448
breakk,-2.7561135,1,11449
hopeyoulikeit,-2.7561135,1,11450
ringing&tweeps,-2.7561135,1,11451
@jamehunk,-2.7561135,1,11452
testt,-2.7561135,3,11453
mynameisearl,-2.7561135,1,11454
hauntedhouse,-2.7561135,1,11455
@thechrishowson,-2.7561135,1,11456
poll.pollcode.com/iv4t,-2.7561135,1,11457
@yourmorning1039,-2.7561135,1,11458
@rmarie93,-2.7561135,1,11459
fearoftheunknown,-2.7561135,1,11460
northlake,-2.7561135,1,11461
ihatemyfamily,-2.7561135,1,11462
noroomforfear,-2.7561135,1,11463
7papers,-2.7561135,2,11464
@chrishole07,-2.7561135,1,11465
@omgfactssex,-2.7561135,1,11466
hittn,-2.7561135,1,11467
nicefamilyihave,-2.7561135,2,11468
deffentally,-2.7561135,1,11469
@cutthroatmalaro,-2.7561135,1,11470
@roxanstuckey,-2.7561135,1,11471
""")",-2.7561135,1,11472
soml,-2.7561135,1,11473
âœ“rt,-2.7561135,1,11474
@happyfammvmt,-2.7561135,1,11475
cocozza,-2.7561135,1,11476
@jamrockrover,-2.7561135,1,11477
illoveairports,-2.7561135,1,11478
-@escapethefate,-2.7561135,1,11479
91:1,-2.7561135,2,11480
@proudfm,-2.7561135,1,11481
squirmming,-2.7561135,1,11482
@kyleerandall,-2.7561135,1,11483
@emperorzhao,-2.7561135,1,11484
@katiewhitmire,-2.7561135,1,11485
@thehumerus,-2.7561135,1,11486
@paige_dobbins,-2.7561135,1,11487
@rrundus,-2.7561135,1,11488
@aserenitatum,-2.7561135,1,11489
@cityyeardetroit,-2.7561135,3,11490
@hannahhardison,-2.7561135,1,11491
@catvix,-2.7561135,1,11492
thingsaboutgirlfriends,-2.7561135,1,11493
pityparty,-2.7561135,1,11494
@colbster_m,-2.7561135,1,11495
hoe'in,-2.7561135,1,11496
@joshvendetta,-2.7561135,1,11497
@jayalllen,-2.7561135,1,11498
@tynch,-2.7561135,1,11499
@kathbthomas,-2.7561135,1,11500
@meghanphelisa,-2.7561135,1,11501
lovemyfamilia,-2.7561135,2,11502
boatloadsofshame,-2.7561135,1,11503
hendon,-2.7561135,1,11504
jedimindtricks,-2.7561135,1,11505
~dale,-2.7561135,1,11506
@donna_carrick,-2.7561135,3,11507
niggerish,-2.7561135,1,11508
@theafters,-2.7561135,1,11509
@igsmalls,-2.7561135,1,11510
@marinedadga,-2.7561135,1,11511
@wafaft,-2.7561135,1,11512
@pfville_pfinest,-2.7561135,1,11513
whycantwebefriends,-2.7561135,2,11514
@tomthebomb16,-2.7561135,1,11515
@dunst_nasty,-2.7561135,1,11516
@snipin_betts,-2.7561135,1,11517
@veenstar,-2.7561135,1,11518
ì²ì¶îµì²ì£,-2.7561135,1,11519
@rushmorebelle,-2.7561135,1,11520
@imjustgar,-2.7561135,1,11521
@toadsprocket08,-2.7561135,1,11522
@vnawaterfront,-2.7561135,1,11523
@spur_cares,-2.7561135,1,11524
@2oceansaquarium,-2.7561135,1,11525
operationshoebox,-2.7561135,1,11526
@funnyorfact,-2.7561135,1,11527
get'n,-2.7561135,1,11528
saysomethin,-2.7561135,1,11529
moodbooster,-2.7561135,1,11530
@paperinspire,-2.7561135,1,11531
alllnight,-2.7561135,2,11532
@carolina_amani,-2.7561135,2,11533
textm,-2.7561135,2,11534
@kaci_h,-2.7561135,2,11535
@nhl_oilers,-2.7561135,1,11536
@official_wem,-2.7561135,1,11537
dicksick,-2.7561135,1,11538
@livelaughlala,-2.7561135,1,11539
nap-__-,-2.7561135,1,11540
afterthanksgiving,-2.7561135,1,11541
hurtslikehell,-2.7561135,1,11542
~david,-2.7561135,1,11543
textn,-2.7561135,3,11544
@nickchallis,-2.7561135,1,11545
daaniya,-2.7561135,1,11546
~notes,-2.7561135,1,11547
patiootie,-2.7561135,2,11548
received.her,-2.7561135,1,11549
10:30am,-2.7561135,1,11550
@janelleschafer,-2.7561135,1,11551
lã,-2.7561135,1,11552
@vincent_andrews,-2.7561135,1,11553
lenzi,-2.7561135,1,11554
@pennox,-2.7561135,1,11555
@xoxosteeph,-2.7561135,2,11556
@niccolomakaveli,-2.7561135,1,11557
@usherraymondiv,-2.7561135,1,11558
s'arrãªter,-2.7561135,1,11559
o@dzela_elric,-2.7561135,1,11560
jeeeesus,-2.7561135,1,11561
aahaha,-2.7561135,2,11562
@chrisbsharp,-2.7561135,1,11563
havenâ´t,-2.7561135,1,11564
@donniewahlberg,-2.7561135,1,11565
@pelts_86,-2.7561135,1,11566
@adrianmacleod1,-2.7561135,1,11567
@lelepooh1,-2.7561135,1,11568
tooexcited,-2.7561135,2,11569
hopeyouhappy,-2.7561135,1,11570
fuckemall,-2.7561135,1,11571
twickers,-2.7561135,2,11572
@optich3cz,-2.7561135,1,11573
a+,-2.7561135,2,11574
@cmarischler,-2.7561135,1,11575
@britneyspears,-2.7561135,1,11576
noshame,-2.7561135,1,11577
@llergoshine,-2.7561135,1,11578
@poliesport,-2.7561135,1,11579
team(portugal,-2.7561135,1,11580
really??wow,-2.7561135,1,11581
@sirmichaelrocks,-2.7561135,1,11582
ekekekekeke,-2.7561135,1,11583
@chuckisdope,-2.7561135,1,11584
@simboslice7,-2.7561135,1,11585
@andreac523,-2.7561135,1,11586
wheredidthatcomefrom,-2.7561135,1,11587
dinsey,-2.7561135,2,11588
@treasurepeace,-2.7561135,1,11589
@jesslejuillet,-2.7561135,1,11590
@lowerbodyinjury,-2.7561135,1,11591
barbars,-2.7561135,2,11592
smile.-mother,-2.7561135,2,11593
scarredforlife,-2.7561135,1,11594
@ecorkey,-2.7561135,1,11595
@mirann23,-2.7561135,1,11596
@monsters_incc,-2.7561135,1,11597
thankfulfor,-2.7561135,1,11598
@francesmyrick,-2.7561135,1,11599
@jessedeflorio,-2.7561135,1,11600
nowbequite,-2.7561135,1,11601
chlidrens,-2.7561135,1,11602
@wt2themax1,-2.7561135,1,11603
loveyall,-2.7561135,1,11604
maã±ana,-2.7561135,1,11605
@scott2008z06,-2.7561135,1,11606
"most,,brain",-2.7561135,1,11607
crafton,-2.7561135,1,11608
@jessebarrera,-2.7561135,1,11609
@soological,-2.7561135,1,11610
@only1doyin,-2.7561135,1,11611
@theycallme_loso,-2.7561135,1,11612
@jenngitt,-2.7561135,2,11613
â€œ@joe_galbraith,-2.7561135,1,11614
winnerâ€,-2.7561135,1,11615
bonamana,-2.7561135,1,11616
testttttt,-2.7561135,1,11617
@trisarawrtopz,-2.7561135,1,11618
@kristiegal,-2.7561135,1,11619
day.stop,-2.7561135,1,11620
neednewinternet,-2.7561135,1,11621
@jaqstone,-2.7561135,1,11622
@justletmeswag,-2.7561135,1,11623
@marriirtc,-2.7561135,2,11624
@thatsmyp33ps,-2.7561135,1,11625
@montereyaq,-2.7561135,1,11626
obaa,-2.7561135,2,11627
@jmayes20,-2.7561135,1,11628
@moveon,-2.7561135,1,11629
slightlyracist,-2.7561135,1,11630
@mashaal1234,-2.7561135,1,11631
@minamaya13,-2.7561135,1,11632
@_faithcheers,-2.7561135,1,11633
@redban,-2.7561135,1,11634
boookstore,-2.7561135,1,11635
@theblackkeys,-2.7561135,1,11636
@sim1la,-2.7561135,1,11637
pastorrt,-2.7561135,1,11638
@morpheusent,-2.7561135,1,11639
@bebeorallo590,-2.7561135,1,11640
befortunate,-2.7561135,1,11641
hehasfeelingstoo,-2.7561135,1,11642
butwhatdoesitmean,-2.7561135,1,11643
@julziekay,-2.7561135,1,11644
kalibata,-2.7561135,3,11645
@simonborchardt,-2.7561135,1,11646
42:1,-2.7561135,2,11647
@vampedprincessb,-2.7561135,1,11648
sensethesarcasm,-2.7561135,1,11649
@damn_its_nikki,-2.7561135,1,11650
swans.stage,-2.7561135,1,11651
sunshine.tots,-2.7561135,1,11652
~napoleon,-2.7561135,1,11653
friendschristmas,-2.7561135,1,11654
@baileexoxo,-2.7561135,1,11655
@macpherson_5,-2.7561135,1,11656
@nataliesayner,-2.7561135,1,11657
@autumnlaurelle,-2.7561135,1,11658
@lovingdalston,-2.7561135,1,11659
cahumanity,-2.7561135,1,11660
@stoody21,-2.7561135,1,11661
happyaccidents,-2.7561135,1,11662
@jameswyl,-2.7561135,1,11663
@ashleyrheaa,-2.7561135,1,11664
@bobby_peluso,-2.7561135,1,11665
:-)),-2.7561135,2,11666
quuuick,-2.7561135,1,11667
nothinq,-2.7561135,1,11668
textinq,-2.7561135,1,11669
ljb,-2.7561135,103,11670
îâ€,-2.7561135,1,11671
@matt_montross,-2.7561135,1,11672
@misssteph77,-2.7561135,1,11673
@cu_problems,-2.7561135,1,11674
thatawkwardmomentwhen,-2.7561135,1,11675
@joeyk334,-2.7561135,1,11676
â€œ@jamiedorsch,-2.7561135,1,11677
î˜,-2.7561135,1,11678
actuallyican,-2.7561135,1,11679
yeeeeeey,-2.7561135,1,11680
"cuproblems""@marcfalardeau12",-2.7561135,1,11681
@tvangarderen88,-2.7561135,1,11682
@boiibasses,-2.7561135,2,11683
@bridget_graham,-2.7561135,1,11684
pendot,-2.7561135,1,11685
@qmaloo,-2.7561135,1,11686
@jakeeydmann,-2.7561135,1,11687
whereareyouchristmas,-2.7561135,1,11688
~â,-2.7561135,1,11689
@o_oiseeutweetin,-2.7561135,1,11690
someonepleaseupdatett,-2.7561135,1,11691
@remingtonkoyl,-2.7561135,1,11692
sssssshhhh,-2.7561135,1,11693
@iputgod1st,-2.7561135,1,11694
@kmm_1979,-2.7561135,3,11695
@btrteamny,-2.7561135,1,11696
todayyy,-2.7561135,1,11697
@jjaybels,-2.7561135,1,11698
exprass,-2.7561135,1,11699
@moegley_21,-2.7561135,1,11700
@r_y_4_n,-2.7561135,2,11701
lovefamily,-2.7561135,1,11702
@gorose0501,-2.7561135,1,11703
@alongcameandrea,-2.7561135,1,11704
1:34am,-2.7561135,1,11705
there:/,-2.7561135,1,11706
â€œ,-2.7561135,1,11707
mum'll,-2.7561135,2,11708
@sparklyblues77,-2.7561135,1,11709
@liberaljohn34,-2.7561135,1,11710
thissucks,-2.7561135,1,11711
121.81,-2.7561135,1,11712
96yo,-2.7561135,1,11713
@xnats_natsx,-2.7561135,1,11714
jepthe,-2.7561135,1,11715
@ashley_ann22,-2.7561135,1,11716
chucknorriz,-2.7561135,1,11717
@jodiefoot,-2.7561135,1,11718
@chucknorriz,-2.7561135,1,11719
@ayyo_kyle,-2.7561135,1,11720
cospiracies,-2.7561135,1,11721
janrain,-2.7561135,1,11722
@heidihoganson,-2.7561135,4,11723
lacrisis,-2.7561135,1,11724
@androiddev,-2.7561135,1,11725
ctfup,-2.7561135,2,11726
@laur_vetica,-2.7561135,1,11727
youregettingfivepages,-2.7561135,1,11728
@meganomalley4,-2.7561135,1,11729
@psmileyt,-2.7561135,1,11730
@rachelnamey,-2.7561135,1,11731
@jacquelineann8,-2.7561135,1,11732
-_-rt,-2.7561135,1,11733
davidkitt,-2.7561135,1,11734
@jennielaeng,-2.7561135,1,11735
smallmoments,-2.7561135,1,11736
@shannon_mchugh,-2.7561135,1,11737
@mmmwhatsup,-2.7561135,1,11738
@hadearkandil,-2.7561135,1,11739
@sydneybrigid0,-2.7561135,1,11740
keeplearning,-2.7561135,1,11741
tonight-_-,-2.7561135,1,11742
@monica_bober,-2.7561135,1,11743
@kennahgurl,-2.7561135,1,11744
@shannonwhite26,-2.7561135,1,11745
@bigbigben,-2.7561135,1,11746
@darleeen23,-2.7561135,1,11747
bwaha,-2.7561135,1,11748
@lunajune,-2.7561135,1,11749
@rockchalkkansas,-2.7561135,1,11750
goes4me2,-2.7561135,1,11751
@meganconnell1,-2.7561135,1,11752
mawning,-2.7561135,1,11753
mawnin,-2.7561135,1,11754
@stoverkelsey,-2.7561135,1,11755
survivd,-2.7561135,1,11756
3000places,-2.7561135,2,11757
@amc.shame,-2.7561135,1,11758
@ludite_bris,-2.7561135,1,11759
@milf_squared,-2.7561135,1,11760
twittingwhendown,-2.7561135,1,11761
@elgenerico,-2.7561135,1,11762
@_loveash,-2.7561135,1,11763
bornmad,-2.7561135,1,11764
@riksastatechamp,-2.7561135,1,11765
@charteredices,-2.7561135,1,11766
@awolfnamedpanda,-2.7561135,1,11767
@shannon_ruth,-2.7561135,1,11768
have'em,-2.7561135,1,11769
tree.division,-2.7561135,1,11770
