,Word,Value,V.Mean.Sum,,1.2 4.6 3.0
2356,refugee,-2.57E-06,4.68,,
2522,border,-2.40E-06,4.68,,
2831,emperor,-2.10E-06,4.68,,
3095,spy,-1.86E-06,4.68,,
3115,unexpected,-1.84E-06,4.68,,
3260,obligation,-1.69E-06,4.68,,
3288,interview,-1.65E-06,4.68,,
3749,federation,-1.15E-06,4.68,,
4394,peculiar,-2.41E-07,4.68,,
4591,dense,1.21E-07,4.68,,
4690,advertising,3.32E-07,4.68,,
33,hind,-1.17E-05,4.7,,
625,contractor,-5.41E-06,4.7,,
852,duplicate,-4.71E-06,4.7,,
1033,underground,-4.34E-06,4.7,,
1415,maximum,-3.68E-06,4.7,,
1769,bureau,-3.21E-06,4.7,,
1829,sixty,-3.14E-06,4.7,,
3609,tram,-1.31E-06,4.7,,
3767,gulp,-1.12E-06,4.7,,
4144,memo,-6.49E-07,4.7,,
4625,bunker,1.84E-07,4.7,,
4925,knee,9.78E-07,4.7,,
5433,recital,6.02E-06,4.7,,
90,dwarf,-9.69E-06,4.71,,
355,disclosure,-6.71E-06,4.71,,
467,darkness,-6.08E-06,4.71,,
542,rally,-5.74E-06,4.71,,
616,interference,-5.44E-06,4.71,,
734,scrap,-5.06E-06,4.71,,
1174,archbishop,-4.07E-06,4.71,,
1937,indicative,-3.02E-06,4.71,,
2931,manage,-2.01E-06,4.71,,
3271,tank,-1.67E-06,4.71,,
3327,schedule,-1.61E-06,4.71,,
3403,roster,-1.54E-06,4.71,,
3870,veto,-1.02E-06,4.71,,
910,crush,-4.58E-06,4.72,,
1289,evidence,-3.87E-06,4.72,,
2154,attitude,-2.78E-06,4.72,,
3673,strange,-1.24E-06,4.72,,
4302,derive,-3.76E-07,4.72,,
5074,tread,1.55E-06,4.72,,
5287,fielder,2.99E-06,4.72,,
1346,spatial,-3.79E-06,4.73,,
2196,stop,-2.72E-06,4.73,,
2210,end,-2.71E-06,4.73,,
2868,chamber,-2.07E-06,4.73,,
4858,preliminary,7.54E-07,4.73,,
4963,controversial,1.11E-06,4.73,,
5053,commander,1.47E-06,4.73,,
998,subdivision,-4.40E-06,4.74,,
1069,queer,-4.25E-06,4.74,,
1351,previous,-3.78E-06,4.74,,
1575,thirty,-3.46E-06,4.74,,
1712,labor,-3.28E-06,4.74,,
1736,pile,-3.26E-06,4.74,,
1839,require,-3.13E-06,4.74,,
2265,bodily,-2.65E-06,4.74,,
2371,depict,-2.56E-06,4.74,,
2681,distant,-2.25E-06,4.74,,
2923,tanker,-2.02E-06,4.74,,
2999,boom,-1.94E-06,4.74,,
3001,persist,-1.94E-06,4.74,,
3259,runway,-1.69E-06,4.74,,
3318,prolonged,-1.62E-06,4.74,,
3451,coup,-1.49E-06,4.74,,
4479,trace,-7.75E-08,4.74,,
4652,automated,2.25E-07,4.74,,
4696,sec,3.59E-07,4.74,,
4896,fifty,8.75E-07,4.74,,
1097,minority,-4.20E-06,4.75,,
1464,hunting,-3.61E-06,4.75,,
1604,indigenous,-3.42E-06,4.75,,
2058,insistent,-2.89E-06,4.75,,
2303,monastery,-2.62E-06,4.75,,
2330,bush,-2.59E-06,4.75,,
2441,dwell,-2.48E-06,4.75,,
2541,pipe,-2.37E-06,4.75,,
3245,cube,-1.70E-06,4.75,,
3389,margin,-1.54E-06,4.75,,
3456,lease,-1.48E-06,4.75,,
3527,database,-1.39E-06,4.75,,
3723,boundary,-1.17E-06,4.75,,
3783,assign,-1.11E-06,4.75,,
4089,zone,-7.38E-07,4.75,,
4466,decade,-1.02E-07,4.75,,
120,utter,-9.15E-06,4.76,,
354,throat,-6.71E-06,4.76,,
865,sacrifice,-4.68E-06,4.76,,
911,diameter,-4.58E-06,4.76,,
1946,standard,-3.01E-06,4.76,,
2128,boss,-2.81E-06,4.76,,
2235,dart,-2.68E-06,4.76,,
2368,back,-2.56E-06,4.76,,
2622,lobby,-2.30E-06,4.76,,
2634,plank,-2.29E-06,4.76,,
3107,synthetic,-1.85E-06,4.76,,
3246,authority,-1.70E-06,4.76,,
3737,corridor,-1.16E-06,4.76,,
3828,briefing,-1.06E-06,4.76,,
3848,skip,-1.04E-06,4.76,,
781,cliff,-4.92E-06,4.77,,
989,bust,-4.42E-06,4.77,,
1057,screening,-4.28E-06,4.77,,
1306,occupation,-3.84E-06,4.77,,
1786,secondary,-3.18E-06,4.77,,
1789,recall,-3.18E-06,4.77,,
1849,opposite,-3.12E-06,4.77,,
2017,report,-2.92E-06,4.77,,
2580,part,-2.33E-06,4.77,,
2984,psychological,-1.96E-06,4.77,,
3542,heat,-1.38E-06,4.77,,
3964,implication,-8.90E-07,4.77,,
4921,marquis,9.62E-07,4.77,,
5315,classification,3.30E-06,4.77,,
494,heavy,-5.92E-06,4.78,,
604,stake,-5.49E-06,4.78,,
1880,mile,-3.08E-06,4.78,,
3091,divide,-1.86E-06,4.78,,
3785,hallway,-1.11E-06,4.78,,
280,crouch,-7.22E-06,4.79,,
459,dew,-6.11E-06,4.79,,
465,administrative,-6.08E-06,4.79,,
576,tag,-5.62E-06,4.79,,
1579,taxi,-3.45E-06,4.79,,
1702,rein,-3.29E-06,4.79,,
1943,watery,-3.01E-06,4.79,,
1952,offset,-2.99E-06,4.79,,
2047,registration,-2.90E-06,4.79,,
2071,label,-2.88E-06,4.79,,
2137,imply,-2.80E-06,4.79,,
2255,slam,-2.66E-06,4.79,,
2506,rebellion,-2.42E-06,4.79,,
2684,zinc,-2.24E-06,4.79,,
2949,export,-1.99E-06,4.79,,
3117,genetic,-1.84E-06,4.79,,
3174,dynamite,-1.78E-06,4.79,,
3441,chain,-1.50E-06,4.79,,
3824,senior,-1.06E-06,4.79,,
4113,ongoing,-6.98E-07,4.79,,
4322,bumper,-3.45E-07,4.79,,
4405,pursuit,-2.24E-07,4.79,,
1239,countless,-3.95E-06,4.8,,
1550,shovel,-3.49E-06,4.8,,
1551,dissent,-3.49E-06,4.8,,
1738,duke,-3.26E-06,4.8,,
1818,deliberate,-3.15E-06,4.8,,
2325,cinder,-2.59E-06,4.8,,
2391,minimum,-2.53E-06,4.8,,
2461,petition,-2.46E-06,4.8,,
2592,conclusion,-2.32E-06,4.8,,
3027,plate,-1.91E-06,4.8,,
3161,tend,-1.79E-06,4.8,,
3826,theoretical,-1.06E-06,4.8,,
4372,leap,-2.84E-07,4.8,,
4902,republic,8.82E-07,4.8,,
5109,subsidiary,1.70E-06,4.8,,
130,sorry,-8.96E-06,4.81,,
333,timer,-6.82E-06,4.81,,
357,gamble,-6.70E-06,4.81,,
570,basement,-5.63E-06,4.81,,
774,plural,-4.94E-06,4.81,,
1207,cuff,-4.00E-06,4.81,,
1348,panel,-3.78E-06,4.81,,
1486,population,-3.58E-06,4.81,,
1878,psychology,-3.09E-06,4.81,,
1889,manifest,-3.06E-06,4.81,,
2149,bat,-2.78E-06,4.81,,
2324,oyster,-2.59E-06,4.81,,
2661,minor,-2.26E-06,4.81,,
2913,conclude,-2.03E-06,4.81,,
2986,disguise,-1.95E-06,4.81,,
3070,exposure,-1.88E-06,4.81,,
3416,revolution,-1.52E-06,4.81,,
3738,remind,-1.16E-06,4.81,,
3822,stone,-1.06E-06,4.81,,
3880,secular,-1.01E-06,4.81,,
4011,finance,-8.46E-07,4.81,,
4333,disposition,-3.31E-07,4.81,,
4357,cab,-3.00E-07,4.81,,
4521,striped,-2.37E-08,4.81,,
4543,rigorous,1.82E-08,4.81,,
4588,mummy,1.15E-07,4.81,,
4953,diagnostic,1.08E-06,4.81,,
5072,archive,1.54E-06,4.81,,
5359,hail,3.88E-06,4.81,,
812,seller,-4.83E-06,4.82,,
1576,clinical,-3.45E-06,4.82,,
2148,manager,-2.78E-06,4.82,,
2287,fortress,-2.63E-06,4.82,,
2811,concrete,-2.11E-06,4.82,,
3081,take,-1.87E-06,4.82,,
3143,line,-1.81E-06,4.82,,
3229,circuit,-1.73E-06,4.82,,
3504,explicit,-1.43E-06,4.82,,
3839,follow,-1.05E-06,4.82,,
4343,commodore,-3.19E-07,4.82,,
1684,corner,-3.32E-06,4.83,,
3554,marketing,-1.37E-06,4.83,,
4004,pig,-8.54E-07,4.83,,
4162,haze,-6.13E-07,4.83,,
4425,freighter,-1.78E-07,4.83,,
5085,existing,1.60E-06,4.83,,
498,exempt,-5.90E-06,4.84,,
798,methodology,-4.89E-06,4.84,,
2744,unaffected,-2.19E-06,4.84,,
3792,genetics,-1.10E-06,4.84,,
3989,boon,-8.67E-07,4.84,,
4382,slant,-2.60E-07,4.84,,
4474,pickup,-9.07E-08,4.84,,
4499,combine,-4.96E-08,4.84,,
128,opt,-9.00E-06,4.85,,
546,output,-5.73E-06,4.85,,
586,shuffling,-5.58E-06,4.85,,
1401,sheath,-3.71E-06,4.85,,
1508,slash,-3.54E-06,4.85,,
1585,operator,-3.45E-06,4.85,,
1697,mil,-3.30E-06,4.85,,
1905,squeeze,-3.05E-06,4.85,,
2273,unknown,-2.64E-06,4.85,,
2597,mast,-2.31E-06,4.85,,
2770,liquor,-2.16E-06,4.85,,
2859,six,-2.08E-06,4.85,,
2877,confess,-2.06E-06,4.85,,
3197,millennium,-1.76E-06,4.85,,
3348,par,-1.59E-06,4.85,,
3392,focal,-1.54E-06,4.85,,
3675,voter,-1.23E-06,4.85,,
3677,overview,-1.23E-06,4.85,,
4294,medium,-3.96E-07,4.85,,
5016,tendency,1.28E-06,4.85,,
541,render,-5.74E-06,4.86,,
569,sermon,-5.64E-06,4.86,,
740,representation,-5.03E-06,4.86,,
1460,heroine,-3.62E-06,4.86,,
1461,dry,-3.62E-06,4.86,,
1489,bark,-3.57E-06,4.86,,
1509,wire,-3.54E-06,4.86,,
1569,worm,-3.47E-06,4.86,,
2100,fare,-2.84E-06,4.86,,
2638,foreign,-2.28E-06,4.86,,
3004,rep,-1.94E-06,4.86,,
3180,symposium,-1.77E-06,4.86,,
3231,evaluation,-1.72E-06,4.86,,
3924,infamous,-9.49E-07,4.86,,
4157,relay,-6.18E-07,4.86,,
4251,hormone,-4.52E-07,4.86,,
4259,occupy,-4.41E-07,4.86,,
4292,reversal,-3.99E-07,4.86,,
5165,gust,1.98E-06,4.86,,
610,underlying,-5.47E-06,4.87,,
534,forecast,-5.77E-06,4.89,,
575,banker,-5.62E-06,4.89,,
652,singular,-5.32E-06,4.89,,
1233,erase,-3.96E-06,4.89,,
1668,roam,-3.34E-06,4.89,,
1941,status,-3.01E-06,4.89,,
1991,chemical,-2.94E-06,4.89,,
2011,broadcast,-2.92E-06,4.89,,
2392,repair,-2.53E-06,4.89,,
2583,average,-2.33E-06,4.89,,
2737,composite,-2.20E-06,4.89,,
2944,resume,-1.99E-06,4.89,,
2945,calculate,-1.99E-06,4.89,,
3173,aspect,-1.78E-06,4.89,,
3238,posture,-1.71E-06,4.89,,
3437,barber,-1.50E-06,4.89,,
3522,sovereignty,-1.40E-06,4.89,,
3835,concept,-1.05E-06,4.89,,
4064,difference,-7.70E-07,4.89,,
4287,municipal,-4.15E-07,4.89,,
4369,bulk,-2.88E-07,4.89,,
4707,bonnet,3.77E-07,4.89,,
4771,turnpike,5.21E-07,4.89,,
4933,herald,9.99E-07,4.89,,
5257,trick,2.76E-06,4.89,,
161,herring,-8.69E-06,4.9,,
180,timber,-8.46E-06,4.9,,
368,warn,-6.66E-06,4.9,,
387,parliament,-6.53E-06,4.9,,
612,spokesman,-5.46E-06,4.9,,
705,sole,-5.15E-06,4.9,,
836,reputed,-4.76E-06,4.9,,
896,spin,-4.60E-06,4.9,,
931,kidney,-4.54E-06,4.9,,
1361,razor,-3.77E-06,4.9,,
1536,factor,-3.50E-06,4.9,,
1599,example,-3.43E-06,4.9,,
1809,plot,-3.16E-06,4.9,,
1940,hide,-3.01E-06,4.9,,
1986,coalition,-2.95E-06,4.9,,
2160,district,-2.76E-06,4.9,,
2199,military,-2.72E-06,4.9,,
2435,seven,-2.48E-06,4.9,,
2581,monk,-2.33E-06,4.9,,
2716,envoy,-2.21E-06,4.9,,
2786,nylon,-2.15E-06,4.9,,
3344,essay,-1.59E-06,4.9,,
3579,timetable,-1.35E-06,4.9,,
3882,corporate,-1.00E-06,4.9,,
4108,maritime,-7.08E-07,4.9,,
4115,preserve,-6.97E-07,4.9,,
4138,potent,-6.54E-07,4.9,,
4692,recapture,3.37E-07,4.9,,
4883,shave,8.31E-07,4.9,,
5073,concourse,1.55E-06,4.9,,
5225,mechanism,2.48E-06,4.9,,
5233,presentation,2.51E-06,4.9,,
1564,applicant,-3.47E-06,4.91,,
2804,dose,-2.12E-06,4.91,,
3243,officer,-1.70E-06,4.91,,
3399,gap,-1.54E-06,4.91,,
3560,lieutenant,-1.36E-06,4.91,,
4198,substitute,-5.64E-07,4.91,,
5038,collaborator,1.37E-06,4.91,,
1558,barrel,-3.48E-06,4.92,,
3536,retreat,-1.38E-06,4.92,,
237,apologize,-7.61E-06,4.94,,
1265,pulp,-3.90E-06,4.94,,
1673,due,-3.33E-06,4.94,,
1857,fifteen,-3.11E-06,4.94,,
1902,log,-3.06E-06,4.94,,
2917,price,-2.03E-06,4.94,,
3780,coil,-1.11E-06,4.94,,
5081,occurrence,1.59E-06,4.94,,
73,cerebral,-1.03E-05,4.95,,
172,cache,-8.52E-06,4.95,,
457,ox,-6.13E-06,4.95,,
475,oral,-6.01E-06,4.95,,
524,stunt,-5.80E-06,4.95,,
707,investigator,-5.15E-06,4.95,,
988,steel,-4.42E-06,4.95,,
1047,majority,-4.30E-06,4.95,,
1100,bet,-4.20E-06,4.95,,
1277,storage,-3.89E-06,4.95,,
1290,advisory,-3.87E-06,4.95,,
1370,paste,-3.76E-06,4.95,,
1557,debate,-3.48E-06,4.95,,
1581,hub,-3.45E-06,4.95,,
1586,regional,-3.44E-06,4.95,,
1642,edit,-3.37E-06,4.95,,
1675,cite,-3.33E-06,4.95,,
1708,management,-3.29E-06,4.95,,
1804,headquarters,-3.16E-06,4.95,,
1822,kickoff,-3.14E-06,4.95,,
1947,executive,-3.00E-06,4.95,,
2116,routine,-2.82E-06,4.95,,
2480,quarterly,-2.44E-06,4.95,,
2586,factory,-2.32E-06,4.95,,
2621,tin,-2.30E-06,4.95,,
2636,fundamental,-2.28E-06,4.95,,
2641,hierarchy,-2.28E-06,4.95,,
2651,entry,-2.27E-06,4.95,,
2836,manual,-2.09E-06,4.95,,
2929,endure,-2.01E-06,4.95,,
2962,merge,-1.97E-06,4.95,,
3009,plump,-1.93E-06,4.95,,
3052,move,-1.89E-06,4.95,,
3116,narrow,-1.84E-06,4.95,,
3196,steps,-1.76E-06,4.95,,
3373,catholic,-1.56E-06,4.95,,
3401,replicate,-1.54E-06,4.95,,
3502,urban,-1.43E-06,4.95,,
3508,thistle,-1.42E-06,4.95,,
3535,organ,-1.38E-06,4.95,,
3585,rod,-1.34E-06,4.95,,
3623,vet,-1.29E-06,4.95,,
3628,magnesium,-1.29E-06,4.95,,
3731,director,-1.17E-06,4.95,,
3754,institute,-1.14E-06,4.95,,
3769,metric,-1.12E-06,4.95,,
4100,metropolis,-7.27E-07,4.95,,
4166,colonial,-6.08E-07,4.95,,
4199,haul,-5.60E-07,4.95,,
4271,presidential,-4.26E-07,4.95,,
4306,superiority,-3.74E-07,4.95,,
4561,bin,5.16E-08,4.95,,
4646,lend,2.17E-07,4.95,,
4710,yahoo,3.88E-07,4.95,,
4754,compact,4.77E-07,4.95,,
5044,lingering,1.42E-06,4.95,,
5099,shift,1.65E-06,4.95,,
5177,jockey,2.06E-06,4.95,,
5333,journalism,3.51E-06,4.95,,
5354,robotics,3.77E-06,4.95,,
5429,scratch,5.79E-06,4.95,,
2029,apparent,-2.91E-06,4.96,,
3047,news,-1.89E-06,4.96,,
4257,placement,-4.43E-07,4.96,,
4443,voltage,-1.52E-07,4.96,,
121,slick,-9.14E-06,5,,
273,lair,-7.28E-06,5,,
360,invisible,-6.69E-06,5,,
473,strand,-6.03E-06,5,,
495,eleven,-5.91E-06,5,,
624,multitude,-5.42E-06,5,,
726,chalk,-5.08E-06,5,,
728,surge,-5.07E-06,5,,
906,reduction,-4.59E-06,5,,
928,pagan,-4.55E-06,5,,
1076,treatment,-4.24E-06,5,,
1126,sophomore,-4.15E-06,5,,
1264,trademark,-3.91E-06,5,,
1320,machine,-3.82E-06,5,,
1342,vent,-3.79E-06,5,,
1450,linguist,-3.63E-06,5,,
1452,manufacturing,-3.63E-06,5,,
1493,acquisition,-3.56E-06,5,,
1658,seal,-3.36E-06,5,,
1661,spur,-3.35E-06,5,,
1719,analyst,-3.27E-06,5,,
1744,forty,-3.25E-06,5,,
1775,semester,-3.20E-06,5,,
1814,yen,-3.15E-06,5,,
1819,chassis,-3.15E-06,5,,
1820,sub,-3.15E-06,5,,
1821,minister,-3.14E-06,5,,
1847,cap,-3.12E-06,5,,
2028,project,-2.91E-06,5,,
2158,context,-2.77E-06,5,,
2254,ton,-2.66E-06,5,,
2258,pact,-2.66E-06,5,,
2378,bar,-2.55E-06,5,,
2485,indication,-2.44E-06,5,,
2561,net,-2.35E-06,5,,
2606,trombone,-2.31E-06,5,,
2685,third,-2.24E-06,5,,
2715,interstate,-2.21E-06,5,,
2760,extension,-2.17E-06,5,,
2782,tile,-2.15E-06,5,,
2792,pace,-2.14E-06,5,,
2998,relentless,-1.94E-06,5,,
3064,depend,-1.88E-06,5,,
3141,financial,-1.81E-06,5,,
3211,retail,-1.75E-06,5,,
3216,auto,-1.74E-06,5,,
3322,rug,-1.62E-06,5,,
3346,convention,-1.59E-06,5,,
3380,teeth,-1.56E-06,5,,
3407,milky,-1.53E-06,5,,
3448,pork,-1.49E-06,5,,
3537,customary,-1.38E-06,5,,
3684,rotation,-1.22E-06,5,,
3687,manufacture,-1.22E-06,5,,
3707,credit,-1.20E-06,5,,
3709,med,-1.20E-06,5,,
3791,platform,-1.10E-06,5,,
3887,latch,-1.00E-06,5,,
3966,shout,-8.90E-07,5,,
4014,tighten,-8.42E-07,5,,
4039,observer,-8.09E-07,5,,
4050,toss,-7.91E-07,5,,
4175,unchanged,-5.97E-07,5,,
4208,mat,-5.46E-07,5,,
4215,principle,-5.30E-07,5,,
4440,staple,-1.57E-07,5,,
4525,council,-2.09E-08,5,,
4532,contender,-7.32E-09,5,,
4763,technical,4.93E-07,5,,
4947,probability,1.07E-06,5,,
4956,stretch,1.08E-06,5,,
5013,testament,1.26E-06,5,,
5022,traverse,1.30E-06,5,,
5094,contain,1.63E-06,5,,
5147,multiple,1.87E-06,5,,
5149,orb,1.89E-06,5,,
5159,forge,1.95E-06,5,,
5170,apartments,2.00E-06,5,,
5262,inaugural,2.83E-06,5,,
5331,episode,3.49E-06,5,,
2745,trunk,-2.19E-06,5.02,,
4472,iron,-9.22E-08,5.03,,
1721,forehead,-3.27E-06,5.04,,
163,gender,-8.64E-06,5.05,,
166,chopper,-8.59E-06,5.05,,
308,localized,-6.99E-06,5.05,,
359,dash,-6.70E-06,5.05,,
398,granite,-6.48E-06,5.05,,
582,concern,-5.60E-06,5.05,,
682,agenda,-5.23E-06,5.05,,
753,urgency,-5.00E-06,5.05,,
802,podium,-4.87E-06,5.05,,
842,pipeline,-4.73E-06,5.05,,
849,fence,-4.72E-06,5.05,,
932,domain,-4.54E-06,5.05,,
1030,publisher,-4.34E-06,5.05,,
1225,bit,-3.98E-06,5.05,,
1291,dock,-3.86E-06,5.05,,
1330,slice,-3.81E-06,5.05,,
1750,ordinary,-3.24E-06,5.05,,
1848,post,-3.12E-06,5.05,,
1921,eventual,-3.03E-06,5.05,,
1964,metal,-2.98E-06,5.05,,
2007,reform,-2.93E-06,5.05,,
2043,defender,-2.90E-06,5.05,,
2096,monitor,-2.84E-06,5.05,,
2187,section,-2.73E-06,5.05,,
2259,interval,-2.66E-06,5.05,,
2260,particular,-2.66E-06,5.05,,
2348,hour,-2.57E-06,5.05,,
2357,wiring,-2.57E-06,5.05,,
2464,indicate,-2.46E-06,5.05,,
2674,ubiquitous,-2.25E-06,5.05,,
2731,summary,-2.20E-06,5.05,,
2758,cock,-2.17E-06,5.05,,
2791,bump,-2.14E-06,5.05,,
2824,brand,-2.10E-06,5.05,,
2922,sedan,-2.02E-06,5.05,,
2980,testimony,-1.96E-06,5.05,,
3006,input,-1.93E-06,5.05,,
3059,network,-1.88E-06,5.05,,
3367,tractor,-1.57E-06,5.05,,
3405,domestic,-1.53E-06,5.05,,
3471,adulthood,-1.46E-06,5.05,,
3514,psychologist,-1.41E-06,5.05,,
3551,background,-1.37E-06,5.05,,
3840,implement,-1.05E-06,5.05,,
3864,bag,-1.03E-06,5.05,,
3865,robotic,-1.03E-06,5.05,,
3888,application,-1.00E-06,5.05,,
3982,work,-8.72E-07,5.05,,
4165,forum,-6.08E-07,5.05,,
4206,navigate,-5.47E-07,5.05,,
4311,shipyard,-3.68E-07,5.05,,
4355,distribute,-3.03E-07,5.05,,
4470,diocese,-9.82E-08,5.05,,
4533,premises,-2.85E-09,5.05,,
4539,discreet,7.42E-09,5.05,,
4613,steaming,1.56E-07,5.05,,
4635,fore,1.96E-07,5.05,,
4701,patented,3.62E-07,5.05,,
4920,distinction,9.61E-07,5.05,,
5141,category,1.84E-06,5.05,,
5346,duel,3.66E-06,5.05,,
5396,nod,4.44E-06,5.05,,
1179,mud,-4.07E-06,5.06,,
1409,tooth,-3.70E-06,5.06,,
1435,spray,-3.65E-06,5.06,,
1765,chuck,-3.21E-06,5.06,,
2232,wrist,-2.68E-06,5.06,,
2262,wall,-2.66E-06,5.06,,
2765,scale,-2.16E-06,5.06,,
2843,steward,-2.09E-06,5.06,,
3507,zip,-1.42E-06,5.06,,
3742,installation,-1.15E-06,5.06,,
4156,permanent,-6.22E-07,5.06,,
4889,adjoining,8.46E-07,5.06,,
1412,industry,-3.69E-06,5.07,,
3078,shadow,-1.87E-06,5.07,,
3500,street,-1.43E-06,5.07,,
3563,tool,-1.36E-06,5.07,,
2036,dark,-2.91E-06,5.08,,
4351,plain,-3.05E-07,5.08,,
86,fucking,-9.83E-06,5.09,,
117,drift,-9.16E-06,5.09,,
793,shin,-4.89E-06,5.09,,
1186,cosmetic,-4.05E-06,5.09,,
1242,tab,-3.95E-06,5.09,,
1634,compare,-3.38E-06,5.09,,
1927,inquiry,-3.03E-06,5.09,,
2023,change,-2.91E-06,5.09,,
2062,past,-2.88E-06,5.09,,
2082,put,-2.86E-06,5.09,,
2305,postage,-2.62E-06,5.09,,
2350,weird,-2.57E-06,5.09,,
2365,figure,-2.56E-06,5.09,,
2897,pledge,-2.04E-06,5.09,,
3054,detect,-1.89E-06,5.09,,
3105,prevailing,-1.85E-06,5.09,,
3145,rebound,-1.81E-06,5.09,,
3913,review,-9.59E-07,5.09,,
4549,beard,2.98E-08,5.09,,
5347,landing,3.68E-06,5.09,,
260,bang,-7.41E-06,5.1,,
397,protocol,-6.48E-06,5.1,,
543,waitress,-5.74E-06,5.1,,
1338,economic,-3.79E-06,5.1,,
1356,conference,-3.77E-06,5.1,,
1382,reduce,-3.74E-06,5.1,,
1453,behavioral,-3.63E-06,5.1,,
1473,teen,-3.59E-06,5.1,,
1503,acute,-3.55E-06,5.1,,
1751,magnitude,-3.24E-06,5.1,,
2097,differ,-2.84E-06,5.1,,
2336,therapy,-2.58E-06,5.1,,
2414,contract,-2.50E-06,5.1,,
2469,stem,-2.45E-06,5.1,,
2574,tiny,-2.34E-06,5.1,,
2759,outline,-2.17E-06,5.1,,
2939,selection,-2.00E-06,5.1,,
3075,nine,-1.88E-06,5.1,,
3162,break,-1.79E-06,5.1,,
3170,closet,-1.78E-06,5.1,,
3274,role,-1.67E-06,5.1,,
3393,hut,-1.54E-06,5.1,,
3419,requirement,-1.52E-06,5.1,,
3430,shoulder,-1.51E-06,5.1,,
3703,silicon,-1.21E-06,5.1,,
3776,aluminum,-1.11E-06,5.1,,
3784,session,-1.11E-06,5.1,,
4122,corresponding,-6.76E-07,5.1,,
4284,rail,-4.18E-07,5.1,,
4747,evident,4.62E-07,5.1,,
5062,statistical,1.50E-06,5.1,,
5138,designated,1.82E-06,5.1,,
5144,rugged,1.85E-06,5.1,,
139,vein,-8.86E-06,5.11,,
370,widespread,-6.66E-06,5.11,,
431,hyper,-6.22E-06,5.11,,
506,emotional,-5.89E-06,5.11,,
571,brow,-5.63E-06,5.11,,
869,metabolic,-4.68E-06,5.11,,
881,furnace,-4.65E-06,5.11,,
1205,measurement,-4.01E-06,5.11,,
1263,den,-3.91E-06,5.11,,
1726,comparison,-3.27E-06,5.11,,
1962,newspaper,-2.98E-06,5.11,,
2063,obtain,-2.88E-06,5.11,,
2087,intricate,-2.86E-06,5.11,,
2213,square,-2.70E-06,5.11,,
2252,programming,-2.66E-06,5.11,,
2314,patch,-2.61E-06,5.11,,
2445,urge,-2.48E-06,5.11,,
2798,supply,-2.13E-06,5.11,,
3022,homosexuality,-1.91E-06,5.11,,
3497,reins,-1.43E-06,5.11,,
3936,convert,-9.28E-07,5.11,,
4183,range,-5.83E-07,5.11,,
4667,inner,2.80E-07,5.11,,
4684,predecessor,3.15E-07,5.11,,
2834,bus,-2.10E-06,5.12,,
4016,spot,-8.38E-07,5.12,,
1195,sentence,-4.04E-06,5.13,,
5194,enable,2.23E-06,5.13,,
222,assemble,-7.72E-06,5.14,,
384,battalion,-6.55E-06,5.14,,
515,playoff,-5.84E-06,5.14,,
870,capacity,-4.68E-06,5.14,,
948,crazy,-4.51E-06,5.14,,
1230,cause,-3.97E-06,5.14,,
1295,ascending,-3.86E-06,5.14,,
1533,ninja,-3.50E-06,5.14,,
1698,dual,-3.30E-06,5.14,,
1883,infrastructure,-3.08E-06,5.14,,
1996,publishing,-2.94E-06,5.14,,
2053,measure,-2.89E-06,5.14,,
2065,procession,-2.88E-06,5.14,,
2095,floor,-2.84E-06,5.14,,
2536,lid,-2.38E-06,5.14,,
2772,laboratory,-2.16E-06,5.14,,
2906,broad,-2.04E-06,5.14,,
2916,silent,-2.03E-06,5.14,,
3295,province,-1.65E-06,5.14,,
3655,agency,-1.26E-06,5.14,,
3905,grip,-9.71E-07,5.14,,
4312,possession,-3.68E-07,5.14,,
4408,stimulation,-2.16E-07,5.14,,
4427,blog,-1.75E-07,5.14,,
4512,investment,-3.81E-08,5.14,,
4717,manned,3.99E-07,5.14,,
4887,tray,8.39E-07,5.14,,
4937,pad,1.02E-06,5.14,,
5067,permission,1.51E-06,5.14,,
5274,oval,2.89E-06,5.14,,
622,claim,-5.42E-06,5.15,,
823,intro,-4.79E-06,5.15,,
1250,mortality,-3.93E-06,5.15,,
1434,packaging,-3.66E-06,5.15,,
1471,mass,-3.59E-06,5.15,,
1621,obscure,-3.40E-06,5.15,,
1747,pan,-3.24E-06,5.15,,
1831,density,-3.13E-06,5.15,,
2462,dominant,-2.46E-06,5.15,,
2502,branch,-2.42E-06,5.15,,
3108,alternate,-1.85E-06,5.15,,
3293,cave,-1.65E-06,5.15,,
3787,adjacent,-1.11E-06,5.15,,
3994,optical,-8.65E-07,5.15,,
4127,crater,-6.66E-07,5.15,,
4234,earl,-4.81E-07,5.15,,
4631,react,1.91E-07,5.15,,
4642,arrange,2.08E-07,5.15,,
396,ambiguous,-6.48E-06,5.16,,
804,illusion,-4.87E-06,5.16,,
846,salvage,-4.72E-06,5.16,,
1067,truck,-4.25E-06,5.16,,
1084,apply,-4.22E-06,5.16,,
1161,payment,-4.09E-06,5.16,,
1288,subsequent,-3.87E-06,5.16,,
1426,portion,-3.67E-06,5.16,,
1877,ten,-3.09E-06,5.16,,
2513,regulate,-2.41E-06,5.16,,
2534,encounter,-2.38E-06,5.16,,
2712,packet,-2.21E-06,5.16,,
3005,fringe,-1.93E-06,5.16,,
3050,shy,-1.89E-06,5.16,,
3085,dynasty,-1.86E-06,5.16,,
3198,physiology,-1.76E-06,5.16,,
