,Word,Distil,Bert,Gold,Frequency,Mean Star,FFN,avg(vad_eb.V),avg(vad_eb.V > 3)
2237,recognizable,-2.279290847721771e-06,-2.09e-06,6.32,4,3.0475000000000003,3.0084832,3.0475,0.75
2238,bear,-2.278347447555721e-06,-8.659999999999998e-07,5.33,9,3.076666666666666,2.607974,3.076667,0.5556
2239,large,-2.2776927942766208e-06,-1.82e-06,5.77,31,2.9841935483870974,2.9094696,2.965,0.3214
2240,mount,-2.275751330689293e-06,-5.05e-07,5.38,3,3.19,2.7296991000000004,3.19,1.0
2241,dignity,-2.27535308088492e-06,-3.04e-06,7.2,2,2.935,3.2019916,2.935,0.5
2242,discontent,-2.2738819397590446e-06,-4.37e-06,2.75,1,3.0,2.6064439999999998,3.0,0.0
2243,garment,-2.2719906893591217e-06,-1.89e-06,5.57,2,3.335,3.0012212000000003,3.335,1.0
2244,mart,-2.2695149780125458e-06,-2.85e-06,5.32,3,2.84,3.128428,2.18,0.0
2245,bill,-2.2689331420153734e-06,-2.65e-06,3.11,35,2.99,2.9718785,2.989706,0.3824
2246,tech,-2.2682693131325174e-06,-2.61e-06,5.77,8,2.9425,3.0055811,3.105,0.5
2247,hillside,-2.2674647335489288e-06,-1.91e-06,6.27,3,3.223333333333333,2.8453473999999996,3.335,0.5
2248,urge,-2.267157407328552e-06,-2.48e-06,5.11,8,3.0625,2.9441787999999995,3.0625,0.375
2249,capacity,-2.266971306702648e-06,-4.68e-06,5.14,4,2.91,3.0779047000000004,2.91,0.5
2250,final,-2.266885544067184e-06,-2.95e-06,4.56,16,2.975625,3.0679576,2.975625,0.5
2251,line,-2.2651781043659624e-06,-1.81e-06,4.82,23,3.0017391304347822,2.964143,2.997273,0.3636
2252,grape,-2.264914557261219e-06,7.49e-07,6.7,3,2.783333333333333,2.9797292,2.7833330000000003,0.3333
2253,embassy,-2.26295271713809e-06,-1.1e-06,5.3,4,2.8625,2.6653569,2.8625,0.0
2254,appropriate,-2.261124755837785e-06,-2.81e-06,6.1,15,3.002,3.0768418,3.002,0.3333
2255,election,-2.2611045209314234e-06,-3.13e-06,4.5,9,2.9866666666666664,2.6067436,3.01625,0.25
2256,shall,-2.261082675252286e-06,-3.83e-06,5.86,11,2.88,2.9985297,2.88,0.0909
2257,voluntary,-2.260976464831324e-06,-2.04e-06,5.76,2,2.975,3.012339,2.975,0.5
2258,shadow,-2.2606119808352912e-06,-1.87e-06,5.07,3,3.276666666666667,2.6217709,3.2766669999999998,0.6667
2259,present,-2.2605908811197813e-06,-2.82e-06,6.85,22,2.963181818181818,2.9936702,2.9657139999999997,0.381
2260,executive,-2.2602314918863454e-06,-3e-06,4.95,19,2.98,2.8137884,3.012222,0.3889
2261,cathedral,-2.2586561952622534e-06,-2.05e-06,6.0,4,2.9825,3.1866071,2.933333,0.3333
2262,thirty,-2.258583129777071e-06,-3.46e-06,4.74,6,2.955,2.6963722999999997,3.01,0.6667
2263,testimony,-2.2582473442223085e-06,-1.96e-06,5.05,5,2.8960000000000004,3.1417322,2.896,0.0
2264,seal,-2.256199071934417e-06,-3.36e-06,5.0,4,2.885,3.1147306,2.885,0.5
2265,genius,-2.2552159429541094e-06,-4.58e-06,7.52,4,2.8475,3.3654669999999998,2.8475,0.25
2266,write,-2.2547006436207025e-06,-3.37e-06,6.45,36,2.9161111111111118,2.9340745999999998,2.92,0.2941
2267,plump,-2.254640162564307e-06,-1.93e-06,4.95,1,3.1,3.501069,3.1,1.0
2268,time,-2.2528934004394558e-06,-2.28e-06,5.6,224,2.972008928571427,3.0440235,2.9643200000000003,0.3689
2269,system,-2.2511115169208872e-06,-2.98e-06,5.5,42,2.967142857142857,2.7152293,2.9687799999999998,0.3659
2270,may,-2.2481608118972588e-06,-2.91e-06,5.55,171,2.9792982456140367,2.6767826,2.982941,0.3647
2271,proximity,-2.247089577272272e-06,-3.8e-06,4.47,3,2.84,3.1528509,2.84,0.3333
2272,wink,-2.2463445955485848e-06,3.6000000000000003e-06,6.62,1,3.0,3.7845051,3.0,0.0
2273,month,-2.246106326380162e-06,-2.86e-06,5.78,21,2.9409523809523814,3.2027946,2.936667,0.3333
2274,demand,-2.246025073806368e-06,-4e-06,4.1,16,2.89,2.6850257,2.89,0.1875
2275,normal,-2.2449619771288512e-06,-2.47e-06,6.17,13,3.003846153846154,2.8132231,2.979167,0.3333
2276,constructive,-2.243526854250194e-06,-2.26e-06,5.81,1,2.43,3.2497935,2.43,0.0
2277,mean,-2.2418038073575045e-06,-3.09e-06,2.43,39,2.934102564102563,2.6228147,2.934103,0.3077
2278,internet,-2.240123904716485e-06,-2e-06,6.68,21,2.9419047619047616,2.6202902999999997,2.934,0.45
2279,key,-2.23982155694534e-06,-1.71e-06,6.22,15,2.9339999999999997,3.1081743,2.934,0.4667
2280,call,-2.239448596830968e-06,-2.81e-06,6.18,64,3.003281250000001,2.9192991000000004,2.992667,0.4
2281,dare,-2.239282767022126e-06,-3.58e-06,4.67,4,2.8425,2.610861,2.8425,0.25
2282,proficient,-2.239187928359162e-06,-8.259999999999998e-07,6.44,1,3.0,3.1767988,3.0,0.0
2283,onset,-2.2390535186119407e-06,-2.93e-06,4.35,1,2.9,2.8687017000000004,2.9,0.0
2284,critical,-2.2383915123704483e-06,-1.82e-06,3.95,11,3.047272727272727,2.6230032000000003,3.047273,0.5455
2285,maker,-2.237571662831744e-06,-2.96e-06,5.74,7,2.762857142857144,3.0349214,2.762857,0.2857
2286,service,-2.23745327587163e-06,-1.39e-06,6.83,49,3.137551020408164,3.4125657,3.128511,0.617
2287,obligation,-2.235951949257512e-06,-1.69e-06,4.68,4,3.11,2.911439,3.11,0.25
2288,compass,-2.2353273469783505e-06,-3.74e-06,5.75,8,3.02375,2.9601349999999997,3.041429,0.4286
2289,valley,-2.234981585652647e-06,-2.02e-06,6.22,46,2.912826086956522,3.0927133999999996,2.912826,0.2609
2290,mercury,-2.2349205210566345e-06,-3.36e-06,5.67,1,2.8,2.9474652000000003,2.8,0.0
2291,homosexual,-2.2332202295282543e-06,-1.38e-06,4.65,34,2.9697058823529416,2.8406465,2.981667,0.2333
2292,wait,-2.232991492778073e-06,-4.19e-06,4.55,17,2.8523529411764703,2.9450731,2.852353,0.1765
2293,waist,-2.231390704248576e-06,-2.18e-06,5.32,3,3.0666666666666664,3.0001377999999996,3.3,1.0
2294,scope,-2.230693760115384e-06,-2.81e-06,5.17,3,2.786666666666666,2.9949443,2.786667,0.3333
2295,define,-2.2258946902886656e-06,-2.92e-06,5.57,1,2.88,2.9760112999999997,2.88,0.0
2296,autism,-2.225773820507324e-06,-2.71e-06,3.2,3,3.26,3.1498034,3.26,0.3333
2297,lone,-2.223858344381953e-06,-3.91e-06,3.75,2,2.7,2.6076088,2.7,0.0
2298,spectrum,-2.2238224110411597e-06,-1.14e-06,6.65,4,3.125,3.0473533,3.125,0.75
2299,impact,-2.2222678690637618e-06,-1.78e-06,5.76,15,2.977333333333333,2.6814169999999997,2.9773330000000002,0.4667
2300,post,-2.222182671614973e-06,-3.12e-06,5.05,36,3.060277777777777,2.9232264,3.081071,0.4286
2301,ask,-2.221896935669317e-06,-2.61e-06,5.95,33,2.9533333333333336,2.9567723,2.953333,0.303
2302,officer,-2.221863329118921e-06,-1.7e-06,4.91,13,2.9523076923076923,2.611364,2.9523080000000004,0.3077
2303,hunt,-2.2202659731824444e-06,-5.92e-06,3.84,6,2.69,2.6732988,2.69,0.1667
2304,resist,-2.2195904481632266e-06,-3.41e-06,3.95,2,2.89,3.0351467,2.78,0.0
2305,real,-2.219310669333437e-06,-2.45e-06,7.09,78,3.004102564102564,2.7025099,3.001579,0.4211
2306,southwest,-2.218067460709677e-06,-3.56e-06,5.8,3,3.24,2.9330127,3.24,0.6667
2307,stop,-2.216696799256536e-06,-2.72e-06,4.73,43,2.954651162790697,2.606722,2.852759,0.2759
2308,seasonal,-2.2151252282096023e-06,-5.61e-06,6.58,1,2.89,3.457986,2.89,0.0
2309,gaze,-2.2147277787054488e-06,-2.6e-06,6.15,4,3.03,2.9488497000000002,3.03,0.5
2310,wake,-2.2141792391489347e-06,-3.16e-06,6.57,4,2.975,2.6064439999999998,2.975,0.25
2311,snake,-2.213705521834542e-06,-2.4e-06,4.03,22,2.963636363636363,2.6174672,2.963636,0.2273
2312,comparison,-2.2133275850966287e-06,-3.27e-06,5.11,6,3.0933333333333333,2.8571036,3.0933330000000003,0.3333
2313,teach,-2.2129196270750007e-06,-6.070000000000001e-08,7.06,5,3.082,3.1049990000000003,3.082,0.4
2314,interpretation,-2.2123167756924307e-06,-2.26e-06,5.6,6,2.95,2.9768312000000003,2.95,0.1667
2315,rose,-2.2081980202863068e-06,-1.03e-06,7.11,14,3.1892857142857145,3.0604317,3.189286,0.5714
2316,independent,-2.206264732565113e-06,2.66e-07,6.86,12,3.0050000000000003,3.1441956,3.005,0.5
2317,sec,-2.2055990059518158e-06,3.59e-07,4.74,1,2.9,2.9438674,2.9,0.0
2318,search,-2.20362893309653e-06,-2.21e-06,5.56,14,2.971428571428572,2.9843235,2.971429,0.4286
2319,nouveau,-2.201641541683489e-06,-7.23e-07,5.9,1,3.2,3.0492926,3.2,1.0
2320,local,-2.199239211494329e-06,-2e-06,6.77,64,3.02953125,3.4084562999999997,3.029344,0.459
2321,space,-2.1989742940879383e-06,-1.46e-06,6.89,38,3.017368421052632,3.2264671000000003,3.004444,0.3333
2322,urgency,-2.198098778117953e-06,-5e-06,5.05,3,3.003333333333334,2.6131365,3.003333,0.6667
2323,apply,-2.1974409810530914e-06,-4.22e-06,5.16,7,2.975714285714286,2.9717759999999998,2.975714,0.4286
2324,coat,-2.1971686614136172e-06,-3.01e-06,5.29,3,3.1,3.0392482000000003,3.15,1.0
2325,thunder,-2.197165862517045e-06,-1.09e-06,5.74,7,2.934285714285714,2.606645,2.9066669999999997,0.3333
2326,timing,-2.1966390067535947e-06,-2.06e-06,5.67,3,3.1666666666666665,3.0303782999999997,3.166667,0.3333
2327,influential,-2.1955845945209147e-06,-3.5000000000000004e-06,5.94,2,3.06,3.1449685,3.06,0.5
2328,wave,-2.1933890688731374e-06,-2.89e-06,6.32,7,2.8799999999999994,2.872935,2.88,0.2857
2329,yellow,-2.1928566984817585e-06,-3.29e-06,6.09,12,2.815,3.0508857000000003,2.7644439999999997,0.1111
2330,exposition,-2.1921524087425782e-06,-4.4e-07,5.43,14,3.0264285714285712,2.8955307,3.0264290000000003,0.2857
2331,vow,-2.192100094157897e-06,-3.98e-06,6.6,1,3.38,2.6365283,3.38,1.0
2332,wound,-2.1912608265603484e-06,-3.75e-06,3.24,2,2.65,2.6065563999999997,2.65,0.0
2333,dam,-2.189226339151208e-06,-2.65e-06,4.58,9,3.048888888888889,2.6544335,3.136,0.4
2334,pilot,-2.188135757090221e-06,-3.61e-06,6.0,8,2.93625,3.0742127999999997,2.955714,0.2857
2335,harmful,-2.1880539525972096e-06,1.81e-06,2.29,1,2.88,2.6064439999999998,2.88,0.0
2336,blonde,-2.187335992061279e-06,-1.83e-06,6.0,1,3.0,3.184588,3.0,0.0
2337,midday,-2.186567512483852e-06,-2.31e-06,5.37,1,3.1,3.0334835,3.1,1.0
2338,week,-2.185385781390622e-06,-3.21e-06,5.27,35,3.0080000000000013,3.4178129999999998,2.999032,0.3548
2339,impression,-2.184529272014701e-06,-4.6e-06,6.0,6,2.8716666666666666,3.0177794,2.871667,0.1667
2340,small,-2.184104065002304e-06,-2.31e-06,5.76,85,3.0181176470588222,3.137259,3.0226830000000002,0.4024
2341,authority,-2.1840364570393377e-06,-1.7e-06,4.76,10,2.9520000000000004,2.6351516,2.9466669999999997,0.2222
2342,assistant,-2.182770577745472e-06,-5.55e-06,5.91,5,2.9200000000000004,3.3100681000000005,2.92,0.0
2343,supernatural,-2.182524037232082e-06,-3.28e-07,6.05,3,2.97,3.0972714,2.97,0.3333
2344,commuter,-2.181861213292636e-06,-1.14e-06,4.63,4,3.155,2.6086419,3.16,1.0
2345,examine,-2.1817811580126386e-06,-3.2e-06,5.61,5,3.042,2.955977,3.042,0.4
2346,name,-2.1797314777655367e-06,-3.75e-06,5.62,83,2.971807228915662,2.9564478,2.9824,0.3467
2347,computer,-2.1791676533643496e-06,-2.68e-06,6.84,18,2.875555555555555,2.616539,2.882143,0.2857
2348,excess,-2.1791196076528592e-06,-2.64e-06,4.29,4,2.9925,2.6742733,2.9925,0.25
2349,diplomatic,-2.178860381173963e-06,-1.65e-06,5.9,4,2.9775,2.9543006000000003,3.003333,0.3333
2350,assume,-2.1788355977877238e-06,-1.47e-06,4.41,7,2.962857142857142,2.7381892000000003,2.962857,0.2857
2351,feud,-2.178698027692031e-06,-5.54e-06,4.04,1,2.11,2.6064439999999998,2.11,0.0
2352,blue,-2.177844245504636e-06,-2.7000000000000004e-06,6.53,26,3.0434615384615378,3.198872,3.0447830000000002,0.5217
2353,ten,-2.1777021504462838e-06,-3.09e-06,5.16,6,3.0316666666666667,3.0711386000000003,3.0725,0.5
2354,party,-2.177009769201415e-06,-2.49e-06,7.18,6,2.9033333333333338,2.6269205,2.755,0.25
2355,hollow,-2.1765737468445472e-06,-3.06e-06,4.67,3,3.0666666666666664,2.6064439999999998,3.066667,0.3333
2356,function,-2.17456125078746e-06,-2.15e-06,5.55,26,3.0219230769230774,3.0317792999999997,3.0228,0.24
2357,processing,-2.174288778531544e-06,-1.52e-06,5.53,9,3.076666666666666,2.8774984,3.075,0.625
2358,tent,-2.1742823557916824e-06,-1.57e-06,6.23,5,3.0380000000000003,3.08154,3.038,0.4
2359,spell,-2.1733742022987668e-06,3.83e-07,6.18,2,3.125,2.6694232999999996,3.0,0.0
2360,eliminate,-2.173276725432604e-06,-2.19e-06,3.89,5,3.002,2.6172657000000004,3.0025,0.75
2361,chew,-2.1726334357522843e-06,-1.63e-06,5.58,1,2.5,2.7264047000000002,2.5,0.0
2362,stiff,-2.1724256887475e-06,5.84e-06,4.29,1,3.2,2.6065183,3.2,1.0
2363,vehicle,-2.171656915636068e-06,-2.47e-06,6.0,4,2.9725,3.0022737999999998,2.963333,0.0
2364,terrific,-2.170770670574837e-06,-2.36e-06,7.12,3,2.836666666666668,5.3880644,2.836667,0.3333
2365,building,-2.170525590516176e-06,-1.88e-06,5.47,52,2.9876923076923068,3.12721,2.987692,0.3077
2366,architecture,-2.1705198766816e-06,-2.54e-06,6.05,11,3.0281818181818183,3.3563209,3.028182,0.3636
2367,mall,-2.16959394115868e-06,-2.14e-06,4.45,12,2.9150000000000005,2.7764067999999997,2.808,0.4
2368,premise,-2.1689549805197403e-06,-7.23e-08,5.43,2,2.95,3.1214869999999997,2.95,0.5
2369,national,-2.165096015806557e-06,-1.71e-06,5.62,60,3.0799999999999987,2.9914546000000004,3.08,0.55
2370,pearl,-2.1646591643655535e-06,-3.74e-07,6.05,3,3.033333333333333,3.6354535000000006,3.0333330000000003,0.3333
2371,blackness,-2.163688636221591e-06,-3.5000000000000004e-06,3.82,1,3.14,2.6064439999999998,3.14,1.0
2372,leaf,-2.163381631288926e-06,-4.09e-06,6.16,3,3.0400000000000005,2.9596004000000002,3.04,0.3333
2373,harvest,-2.1632742904686737e-06,-2.63e-06,6.57,23,2.9691304347826097,3.1076813,2.804,0.4
2374,zip,-2.1627196965020825e-06,-1.42e-06,5.06,15,3.0113333333333334,3.0523392999999994,2.974167,0.0
2375,hip,-2.16205455677846e-06,-4.62e-06,5.86,3,2.9233333333333333,3.113092,2.75,0.0
2376,like,-2.161866340888699e-06,-2.95e-06,7.44,285,2.9413684210526316,2.883677,2.940954,0.3039
2377,relative,-2.1614657093554887e-06,-3.48e-06,5.9,6,2.9650000000000003,2.7948772999999996,2.965,0.5
2378,old,-2.159905433305493e-06,-1.62e-06,3.19,90,2.965888888888889,2.9772172,2.981316,0.3289
2379,friendly,-2.159788021402718e-06,-3.77e-06,7.84,10,2.829,4.4885497,2.71,0.1667
2380,city,-2.1597677804425168e-06,-1.78e-06,6.12,132,3.0593181818181803,3.1454885,3.0552799999999998,0.496
2381,marketplace,-2.1568610089748367e-06,-1.48e-06,6.25,3,3.1333333333333333,3.1482835,3.1333330000000004,0.6667
2382,kingdom,-2.156860575527192e-06,-2.91e-06,6.74,2,3.0,2.9544437,3.0,0.0
2383,embark,-2.155409381164597e-06,-2.81e-06,5.89,1,2.86,3.1163642000000005,2.86,0.0
2384,film,-2.154543378031171e-06,-2.25e-06,6.33,36,2.9466666666666668,3.3064806000000004,2.959429,0.2286
2385,indigenous,-2.1530833598999438e-06,-3.42e-06,4.75,41,2.9526829268292683,3.0570796000000002,2.9526830000000004,0.1951
2386,poisoning,-2.152750105015918e-06,-4.11e-06,2.27,8,2.86125,2.6064439999999998,2.86125,0.375
2387,enforce,-2.1523365659840512e-06,-4.51e-06,5.32,1,3.0,2.6231222,3.0,0.0
2388,occasional,-2.15169306793426e-06,-3.45e-06,5.5,6,3.078333333333333,2.7407708,3.078333,0.3333
2389,organize,-2.151021352814776e-06,-3.73e-07,6.75,4,3.06,3.192883,3.06,0.75
2390,know,-2.150901113609091e-06,-2.08e-06,6.82,140,2.9250000000000007,2.7853522,2.922059,0.3382
2391,interval,-2.1488608526612013e-06,-2.66e-06,5.05,6,2.9966666666666666,3.007339,2.94,0.0
2392,remember,-2.1483548808213177e-06,-2.87e-06,6.5,43,2.936511627906977,2.8840425,2.936512,0.3023
2393,watch,-2.148318137056989e-06,-2.82e-06,5.45,40,3.0265000000000004,3.1717978,3.011563,0.4063
2394,arm,-2.1469466486963487e-06,-1.06e-06,5.44,22,2.941363636363637,2.892663,2.9605,0.3
2395,box,-2.14602666680096e-06,-2.59e-06,5.33,20,3.0135,3.1629508,3.0135,0.35
2396,penetrate,-2.145655468836308e-06,-3.11e-06,5.71,1,2.88,2.6093802000000004,2.88,0.0
2397,prevent,-2.145148478291607e-06,-2.03e-06,5.42,14,2.948571428571429,2.6064439999999998,2.9523080000000004,0.4615
2398,automated,-2.14445780268487e-06,2.25e-07,4.74,1,3.1,3.017155,3.1,1.0
2399,master,-2.1424646180186538e-06,-2.22e-06,5.72,8,3.0200000000000005,3.0643396000000003,3.076667,0.6667
2400,mound,-2.139920549607777e-06,-3.33e-06,5.43,11,2.9563636363636365,3.2334476000000003,2.9563639999999998,0.4545
2401,quantity,-2.1385955316516793e-06,-4.22e-06,5.33,2,3.075,3.1626577,3.075,0.5
2402,polar,-2.137806672900369e-06,-1.68e-06,5.19,13,3.0053846153846155,2.9993107000000006,2.9,0.0
2403,obscure,-2.135293539209547e-06,-3.4e-06,5.15,4,2.8325,2.6071215,2.8325,0.0
2404,philosophy,-2.134436309708549e-06,-1.97e-06,5.48,4,2.995,3.2207284,2.995,0.25
2405,imitation,-2.1339118530543254e-06,-3.75e-06,4.54,3,3.0,3.0234926,3.0,0.3333
2406,subdivision,-2.132923701827586e-06,-4.4e-06,4.74,1,2.88,2.9258661,2.88,0.0
2407,collective,-2.130481429774012e-06,-4.58e-06,5.19,2,3.1500000000000004,2.924676,3.1,1.0
2408,fee,-2.1302598653698427e-06,-2.08e-06,2.86,3,2.8666666666666667,2.9794953,3.0,0.5
2409,package,-2.129555995255233e-06,-1.03e-06,5.17,12,3.040833333333333,3.6294584000000003,3.040833,0.5
2410,realm,-2.129019027635149e-06,-3.26e-06,5.39,3,2.966666666666667,2.9687787999999995,2.9666669999999997,0.6667
2411,opposite,-2.128090318520405e-06,-3.12e-06,4.77,14,2.9128571428571424,3.2108865,2.912857,0.2857
2412,metropolitan,-2.1269988214551925e-06,-3.57e-06,5.84,3,2.7000000000000006,2.7725744,2.7,0.0
2413,dioxide,-2.1269735002663742e-06,-3.51e-06,4.58,3,3.033333333333333,2.8772674,3.0333330000000003,0.3333
2414,county,-2.1266456049035643e-06,-2.49e-06,5.18,55,2.966181818181818,3.092813,2.981923,0.3269
2415,wilderness,-2.126058431528384e-06,-1.43e-06,6.68,6,3.141666666666666,2.615395,3.141667,0.6667
2416,coast,-2.1253043140704223e-06,-1.04e-06,5.9,24,3.0083333333333333,3.1098866000000003,3.0083330000000004,0.4583
2417,texture,-2.1252856271108955e-06,-1.97e-06,5.57,1,3.09,3.3319917,3.09,1.0
2418,stage,-2.1252003005924752e-06,-1.21e-06,5.67,6,3.1016666666666666,3.072209,3.101667,0.1667
2419,high,-2.122208801815302e-06,-2.48e-06,5.77,59,3.0130508474576256,3.0923336,2.9788099999999997,0.3571
2420,pattern,-2.1218767988119788e-06,-1.77e-06,5.53,12,2.9616666666666664,2.9644150000000002,2.961667,0.25
2421,wild,-2.121803877874888e-06,-1.12e-06,5.94,21,2.9419047619047625,3.5551553,3.0066669999999998,0.6
2422,strict,-2.121752935480119e-06,-2.75e-06,3.65,5,3.02,2.8815346,3.0,0.0
2423,purpose,-2.120376364898097e-06,-2.46e-06,6.67,8,2.96375,2.932403,2.96375,0.5
2424,mystery,-2.117411859624313e-06,4.29e-07,5.29,6,3.053333333333333,3.1965217999999997,3.0533330000000003,0.3333
2425,psychology,-2.116215183897155e-06,-3.09e-06,4.81,12,2.934166666666666,2.9735215,2.934167,0.0833
2426,history,-2.114664679881562e-06,-1.42e-06,6.0,43,3.0367441860465116,2.9869714,3.0367439999999997,0.4651
2427,medium,-2.1125168608468062e-06,-3.96e-07,4.85,3,3.1,3.0727742,3.05,0.5
2428,physical,-2.111915221862704e-06,-1.49e-06,5.9,13,2.9761538461538466,3.0563402,2.976154,0.4615
2429,courage,-2.1118910963490347e-06,-1.5e-06,7.67,5,2.8400000000000003,3.2803216,2.84,0.2
2430,implication,-2.109572619479749e-06,-8.9e-07,4.77,2,2.9,2.6112776,2.9,0.0
2431,official,-2.1083033641495616e-06,-2.03e-06,5.75,38,2.948684210526316,2.7349238,2.948684,0.3158
2432,bold,-2.10786165438638e-06,-1.35e-06,6.68,3,3.1333333333333333,3.055946,2.6,0.0
2433,boat,-2.107692240321513e-06,-3.07e-06,6.36,7,2.9585714285714286,2.9037046,2.958571,0.4286
2434,ensure,-2.107316306706058e-06,-2.9e-07,5.71,9,3.016666666666667,3.5489397000000005,3.016667,0.3333
2435,office,-2.1062816248796504e-06,-1.8000000000000001e-06,4.54,35,3.0268571428571427,2.9803815,3.026857,0.3143
2436,class,-2.1053193251969886e-06,-1.04e-06,5.73,21,3.043333333333334,3.067094,2.979091,0.4545
2437,coach,-2.104200820334199e-06,-6.07e-06,5.72,4,2.7275,3.2009025,2.7275,0.25
2438,site,-2.103247704653389e-06,-1.55e-06,5.22,24,2.96375,3.2005394,2.958182,0.3636
2439,mind,-2.1016648280932647e-06,-3.68e-06,6.7,60,2.976999999999999,2.9245536,2.980556,0.3333
2440,hook,-2.101629892970839e-06,-8.61e-07,4.0,1,2.75,2.8645687,2.75,0.0
2441,acquisition,-2.101328037005164e-06,-3.56e-06,5.0,11,3.0072727272727278,3.2457842999999995,3.008,0.4
2442,pioneer,-2.1011589603159874e-06,1.12e-06,6.0,4,3.15,3.6352937000000005,3.15,0.5
2443,orchestra,-2.100673328404509e-06,-9.51e-07,6.5,5,3.0,3.5315304,3.0,0.2
2444,flower,-2.0996623391676217e-06,-2.23e-06,7.3,5,2.96,3.389872,2.95,0.25
2445,person,-2.0991358080977923e-06,-2.71e-06,6.1,37,2.99972972972973,2.7154982000000003,2.999722,0.3333
2446,battalion,-2.0984585436441736e-06,-6.55e-06,5.14,1,2.8,2.8943993999999997,2.8,0.0
2447,short,-2.0982673331649447e-06,-1.53e-06,5.67,33,3.062424242424242,2.9823804,3.071071,0.4643
2448,careful,-2.0945742464520257e-06,-3.73e-06,6.32,6,2.8216666666666668,2.7720337,2.8216669999999997,0.0
2449,shining,-2.093466003161293e-06,-5.69e-06,5.84,1,3.0,4.2597309999999995,3.0,0.0
2450,spirituality,-2.0924304683043547e-06,1.18e-06,7.26,2,3.055,3.2804443999999995,3.055,0.5
2451,hear,-2.09118826063407e-06,-2.42e-06,6.68,18,2.9572222222222213,3.08252,2.9572220000000002,0.3889
2452,adjoining,-2.088489553222336e-06,8.459999999999998e-07,5.06,3,2.766666666666667,3.1574237000000003,2.766667,0.0
2453,transportation,-2.0872601974689944e-06,-7.11e-07,6.1,8,3.0387500000000003,2.9879884999999997,3.03875,0.375
2454,jewel,-2.085831017131629e-06,-1.86e-06,6.68,5,2.98,3.7644862999999997,2.95,0.0
2455,progressive,-2.085658957282887e-06,-4.43e-08,6.26,2,2.975,3.1344461,2.975,0.5
2456,calm,-2.085367889310417e-06,-5.09e-06,6.89,7,2.914285714285714,3.3522114999999997,2.914286,0.1429
2457,spatial,-2.0837721783428785e-06,-3.79e-06,4.73,1,3.0,3.0083714,3.0,0.0
2458,brother,-2.0794650035870717e-06,-2.09e-06,6.18,6,3.033333333333333,2.6179125,3.0333330000000003,0.3333
2459,alcoholic,-2.0770737294137437e-06,-3.16e-06,2.49,7,2.9600000000000004,2.6064439999999998,2.96,0.2857
2460,extinction,-2.0746094680039e-06,2.5e-06,3.1,1,3.25,2.6064439999999998,3.25,1.0
2461,input,-2.072759051965911e-06,-1.93e-06,5.05,6,2.983333333333333,3.142861,2.983333,0.0
2462,status,-2.0724435805164554e-06,-3.01e-06,4.89,16,2.9875,3.041879,2.9875,0.4375
2463,happen,-2.072258894907037e-06,-1.39e-06,5.5,14,3.0128571428571433,2.6090386000000003,3.012857,0.5
2464,prohibition,-2.072192619787647e-06,-4.38e-06,2.84,3,2.9,2.783212,2.9,0.6667
2465,equal,-2.0701396565070565e-06,-2.28e-06,6.47,4,3.0825,3.5081594,3.0266669999999998,0.3333
2466,lantern,-2.0675967454796915e-06,-1.76e-06,5.37,6,3.055,3.1068700000000002,3.1,0.5
2467,menu,-2.0657322775711565e-06,-1.85e-06,6.3,5,2.98,3.2479167,2.98,0.2
2468,effect,-2.0644079979309347e-06,-2.3e-06,5.5,17,2.9741176470588235,2.782797,2.974118,0.3529
2469,single,-2.06135589136183e-06,-3.49e-06,5.39,24,2.87375,2.8622224,2.858636,0.2273
2470,expertise,-2.061017051089234e-06,-5.05e-07,6.1,2,3.0,3.6269772000000002,3.0,0.0
2471,novel,-2.0608697521700787e-06,-6.91e-06,5.74,2,2.95,3.1996012,2.95,0.0
2472,read,-2.0608159338113647e-06,-2.4e-06,6.73,40,3.0010000000000003,3.163786,3.0010529999999997,0.3947
2473,card,-2.0587971397323997e-06,-1.72e-06,5.5,29,3.1806896551724138,3.5320086,3.187143,0.6786
2474,mayor,-2.058192246437093e-06,-3.31e-06,4.59,5,2.8539999999999996,2.7911124,2.9425,0.5
2475,passage,-2.0575674974597967e-06,-3.91e-06,5.88,13,3.0069230769230764,3.0254712,3.006923,0.3077
2476,sane,-2.056931071809341e-06,-5.06e-07,6.73,2,2.98,2.6794453,2.98,0.5
2477,center,-2.0568604381728904e-06,-1.3e-06,5.56,79,3.0792405063291133,3.2605007,3.0802560000000003,0.4872
2478,cue,-2.0561695135154112e-06,-2.35e-06,5.84,1,3.0,3.0737799999999997,3.0,0.0
2479,reform,-2.055598936862256e-06,-2.93e-06,5.05,5,2.9,2.8717134,2.9,0.2
2480,flair,-2.055326986571728e-06,-2.08e-06,5.89,2,2.925,3.7198558,2.925,0.5
2481,painting,-2.053761898361546e-06,-1.8000000000000001e-06,6.9,8,3.095,3.0933912,3.095,0.625
2482,care,-2.0517991093417397e-06,-2.67e-06,7.64,37,3.035135135135135,2.8521442,3.029118,0.5
2483,rotate,-2.0503477073628702e-06,-7.14e-06,5.24,2,3.0,3.0696132,3.0,0.0
2484,journal,-2.048151799781483e-06,-2.74e-06,5.91,15,2.912,2.9824276000000003,2.9275,0.25
2485,period,-2.0475307902442745e-06,-2.07e-06,3.33,25,3.0167999999999995,2.9263284,3.0175,0.4167
2486,dominance,-2.046218060777529e-06,-3.23e-06,5.19,2,2.9,2.9371402,2.9,0.0
