,Word,Value,V.Mean.Sum
2638,foreign,-2.283073326362342e-06,4.86
2639,vegetable,-2.282892856346012e-06,6.79
2640,equal,-2.2819638409403197e-06,6.47
2641,hierarchy,-2.281312584606447e-06,4.95
2642,aide,-2.2786949093133047e-06,5.6
2643,loyal,-2.2780625875164218e-06,7.31
2644,time,-2.276991609933395e-06,5.6
2645,debris,-2.27686420480507e-06,4.2
2646,tv,-2.276523172368776e-06,6.05
2647,loft,-2.273353376309863e-06,5.96
2648,transport,-2.272186799791992e-06,5.9
2649,corn,-2.2705094682207086e-06,5.95
2650,picnic,-2.270083872200669e-06,7.11
2651,entry,-2.269960957606854e-06,4.95
2652,bell,-2.268814940509465e-06,5.67
2653,bay,-2.2664323414681254e-06,7.23
2654,various,-2.2653962677055425e-06,5.52
2655,ragged,-2.265277810879762e-06,4.2
2656,fourteen,-2.264919366945506e-06,5.42
2657,interpretation,-2.2643700179707966e-06,5.6
2658,shade,-2.2630031459314657e-06,5.91
2659,wheel,-2.261819300519815e-06,5.9
2660,fever,-2.2611483570337634e-06,2.92
2661,minor,-2.2608042243734328e-06,4.81
2662,intervene,-2.2607744603311743e-06,5.21
2663,assert,-2.257974687071516e-06,5.68
2664,flee,-2.2575823621449917e-06,3.84
2665,daddy,-2.2574323929319454e-06,7.27
2666,road,-2.2572742291983683e-06,5.59
2667,series,-2.2557667083118902e-06,5.23
2668,expert,-2.2554221429269455e-06,6.74
2669,constructive,-2.2551736088387286e-06,5.81
2670,faith,-2.254731073716864e-06,6.44
2671,wide,-2.2540058479383055e-06,4.58
2672,total,-2.2535695941891983e-06,5.32
2673,rob,-2.2525520495363335e-06,2.1
2674,ubiquitous,-2.2522781537396655e-06,5.05
2675,rigid,-2.251924256184886e-06,3.47
2676,gay,-2.249838412823556e-06,6.11
2677,blink,-2.2492541085552633e-06,5.25
2678,delivery,-2.248028884690422e-06,6.0
2679,drink,-2.2479935896729925e-06,6.67
2680,unprecedented,-2.247978793493375e-06,5.29
2681,distant,-2.247051416681313e-06,4.74
2682,bring,-2.246062059443569e-06,5.68
2683,film,-2.245856954150957e-06,6.33
2684,zinc,-2.2443832382960474e-06,4.79
2685,third,-2.2422654440421116e-06,5.0
2686,identity,-2.2421692887744137e-06,5.84
2687,mention,-2.241401514208008e-06,5.39
2688,cup,-2.2411790621498366e-06,5.94
2689,ref,-2.241141354673385e-06,5.35
2690,academy,-2.2376581698334825e-06,5.32
2691,merger,-2.2359892923873304e-06,4.09
2692,ignorant,-2.2351344128483546e-06,3.24
2693,flower,-2.2346400409056664e-06,7.3
2694,degree,-2.233923174774684e-06,5.63
2695,religion,-2.233907340123964e-06,5.42
2696,overlap,-2.2323616047179723e-06,3.95
2697,discretion,-2.2319172035915416e-06,5.4
2698,reinforce,-2.230647600192278e-06,5.53
2699,announce,-2.2299817200098806e-06,5.52
2700,overall,-2.2287807655778655e-06,5.17
2701,web,-2.2284268044933196e-06,5.68
2702,shed,-2.225969486251029e-06,5.37
2703,harp,-2.225915731815404e-06,5.4
2704,dealer,-2.2187722245132235e-06,4.18
2705,double,-2.218717503884579e-06,5.78
2706,eminent,-2.2174206311986205e-06,5.58
2707,master,-2.2170247557396633e-06,5.72
2708,graph,-2.216731402786623e-06,5.2
2709,content,-2.216727210046707e-06,6.7
2710,hospital,-2.2138588388941806e-06,3.52
2711,root,-2.2138358982618186e-06,5.33
2712,packet,-2.2134851853233828e-06,5.16
2713,search,-2.213235268972872e-06,5.56
2714,incomplete,-2.212436282707385e-06,3.55
2715,interstate,-2.212188323309483e-06,5.0
2716,envoy,-2.2121707921620286e-06,4.9
2717,transcript,-2.2115875062793853e-06,5.24
2718,heating,-2.2100450038734882e-06,5.85
2719,scary,-2.209047662747136e-06,3.0
2720,flat,-2.206461187673714e-06,4.43
2721,cleansing,-2.2058259374335234e-06,6.85
2722,intelligence,-2.2057561991932253e-06,7.65
2723,gossip,-2.2053450991576922e-06,3.5
2724,run,-2.204982421564498e-06,6.41
2725,incense,-2.2041984613785604e-06,5.79
2726,live,-2.2038539201343385e-06,7.95
2727,remote,-2.2033133373465573e-06,5.42
2728,account,-2.2032850579031646e-06,5.39
2729,weekly,-2.2027050770439633e-06,5.43
2730,commercial,-2.202535259949035e-06,4.11
2731,summary,-2.2014517530681106e-06,5.05
2732,defeat,-2.2013566058690594e-06,3.74
2733,exodus,-2.2005103691343417e-06,4.63
2734,mixture,-2.200391689224306e-06,5.9
2735,uncertain,-2.1974473546672773e-06,3.6
2736,shop,-2.1973000534168035e-06,5.89
2737,composite,-2.1970238629845837e-06,4.89
2738,cleaner,-2.1948381462577604e-06,5.8
2739,probing,-2.194647434017779e-06,3.83
2740,prove,-2.194499044251255e-06,6.0
2741,eliminate,-2.1939643919165428e-06,3.89
2742,anti,-2.1928247523369154e-06,4.47
2743,depth,-2.1919686319313756e-06,5.8
2744,unaffected,-2.1915663684715647e-06,4.84
2745,trunk,-2.1903812995697583e-06,5.02
2746,basis,-2.1893619269489e-06,5.42
2747,meaningless,-2.186638779062428e-06,2.95
2748,advantage,-2.1849161521848867e-06,6.71
2749,waist,-2.1834415982006452e-06,5.32
2750,company,-2.1786939323270127e-06,5.64
2751,counselor,-2.178218417353656e-06,5.71
2752,folklore,-2.1776872927246663e-06,6.32
2753,ape,-2.1761541705439535e-06,5.21
2754,reply,-2.176149376512342e-06,6.15
2755,bathroom,-2.175282652423262e-06,5.26
2756,introduce,-2.1718853783765184e-06,5.91
2757,metaphor,-2.170916283360556e-06,6.11
2758,cock,-2.170085286247921e-06,5.05
2759,outline,-2.1687225506076173e-06,5.1
2760,extension,-2.1678619710610705e-06,5.0
2761,author,-2.1665239362346763e-06,6.33
2762,possess,-2.163908947668917e-06,4.67
2763,way,-2.1635085954420284e-06,5.91
2764,show,-2.162581395379179e-06,5.91
2765,scale,-2.1623026454574196e-06,5.06
2766,bath,-2.1600978082949216e-06,7.0
2767,shrine,-2.159257391066057e-06,5.38
2768,puff,-2.1587448946388164e-06,5.45
2769,ability,-2.1586759480370447e-06,7.0
2770,liquor,-2.1582573431951544e-06,4.85
2771,husband,-2.1572094650146962e-06,7.41
2772,laboratory,-2.156767268908973e-06,5.14
2773,rescue,-2.1567378001496537e-06,7.04
2774,efficient,-2.1552498936249864e-06,6.95
2775,peanut,-2.1549719770539806e-06,6.38
2776,disdain,-2.154721833819151e-06,3.71
2777,supplemental,-2.153486990767265e-06,5.59
2778,appearance,-2.152469042706765e-06,6.14
2779,check,-2.1521091388602814e-06,6.55
2780,design,-2.1515887094559645e-06,6.8
2781,era,-2.1500809172521055e-06,5.29
2782,tile,-2.148998007517333e-06,5.0
2783,function,-2.1469459208638362e-06,5.55
2784,communist,-2.146679291728515e-06,3.22
2785,stealing,-2.146252307910305e-06,2.75
2786,nylon,-2.145910827359987e-06,4.9
2787,credibility,-2.145283653394592e-06,7.0
2788,arch,-2.1432889905229996e-06,5.8
2789,navy,-2.1428327022638845e-06,5.38
2790,elevator,-2.1422272444120614e-06,5.95
2791,bump,-2.140986503140341e-06,5.05
2792,pace,-2.137967384274725e-06,5.0
2793,ferry,-2.1378043507774666e-06,6.3
2794,fundraising,-2.1375297758174003e-06,5.63
2795,task,-2.1366201762570727e-06,6.05
2796,mall,-2.1365462338436187e-06,4.45
2797,color,-2.1320307588081877e-06,7.05
2798,supply,-2.1316379122833236e-06,5.11
2799,saint,-2.1295353125431555e-06,6.4
2800,heart,-2.12734201089269e-06,6.95
2801,fabrication,-2.125943149429895e-06,4.0
2802,realize,-2.1259196521034324e-06,6.44
2803,internal,-2.1230745014026335e-06,5.18
2804,dose,-2.119910377861524e-06,4.91
2805,transaction,-2.118712383646198e-06,5.26
2806,geography,-2.1154076716032332e-06,5.4
2807,balance,-2.11414974260504e-06,6.84
2808,torso,-2.113529224412325e-06,5.23
2809,universal,-2.1129493120336622e-06,6.59
2810,sweat,-2.112711745969665e-06,4.38
2811,concrete,-2.112256797314032e-06,4.82
2812,reference,-2.1110871833236888e-06,5.63
2813,assembly,-2.1104177177849738e-06,5.47
2814,furry,-2.109813278292843e-06,6.63
2815,notch,-2.1085182033466396e-06,5.32
2816,tan,-2.1079980774731345e-06,6.05
2817,governor,-2.1079412311475603e-06,5.32
2818,effective,-2.1065955473690445e-06,6.95
2819,birth,-2.1057775250645184e-06,6.52
2820,steal,-2.1044101131688055e-06,2.17
2821,audit,-2.104331466643942e-06,2.82
2822,fashion,-2.1039477681191377e-06,5.26
2823,base,-2.1027406995332442e-06,5.68
2824,brand,-2.102064070671315e-06,5.05
2825,right,-2.10120678972731e-06,7.32
2826,inactive,-2.100143961573742e-06,4.24
2827,explosive,-2.099475019501362e-06,4.14
2828,economy,-2.098954429245447e-06,3.64
2829,depressed,-2.0986646686778822e-06,2.27
2830,cod,-2.0977299834580634e-06,5.21
2831,emperor,-2.097558438431587e-06,4.68
2832,corporation,-2.096217749074697e-06,3.82
2833,revenue,-2.0960204261703046e-06,7.0
2834,bus,-2.0953380912657336e-06,5.12
2835,buy,-2.0948054775450484e-06,6.82
2836,manual,-2.0931804100797016e-06,4.95
2837,handball,-2.091179245114483e-06,5.43
2838,bargain,-2.090686037112288e-06,7.63
2839,brother,-2.0901545864635385e-06,6.18
2840,fishing,-2.0899750067415317e-06,7.05
2841,charitable,-2.0890882169529045e-06,7.33
2842,recognizable,-2.0872790378002534e-06,6.32
2843,steward,-2.086147818807065e-06,5.06
2844,form,-2.0859189822491927e-06,5.64
2845,transfer,-2.0858509640569374e-06,5.29
2846,flair,-2.0849168505347273e-06,5.89
2847,mom,-2.084106691194534e-06,7.64
2848,characteristic,-2.083700938430345e-06,5.57
2849,see,-2.082957905756633e-06,6.27
2850,syndicate,-2.082194262633767e-06,4.35
2851,fee,-2.0809352038248582e-06,2.86
2852,place,-2.0801875165799855e-06,5.86
2853,step,-2.080084616931177e-06,5.68
2854,explanation,-2.0791732826981138e-06,6.38
2855,greet,-2.078589261375299e-06,6.25
2856,rejection,-2.07840101769848e-06,2.6
2857,notice,-2.07829698716161e-06,5.94
2858,pizza,-2.0778435099695508e-06,7.89
2859,six,-2.077217167428867e-06,4.85
2860,know,-2.077054267566786e-06,6.82
2861,cricket,-2.076540019593151e-06,5.71
2862,stand,-2.0748881022575904e-06,5.27
2863,dad,-2.073509310195152e-06,7.14
2864,jar,-2.0732000016202473e-06,5.71
2865,straighten,-2.0710970544957075e-06,6.26
2866,score,-2.071086316828586e-06,6.5
2867,period,-2.0693942755540435e-06,3.33
2868,chamber,-2.066593130789496e-06,4.73
2869,fierce,-2.066572567769459e-06,4.0
2870,aids,-2.0656227668799008e-06,3.52
2871,plan,-2.064387906514935e-06,6.14
2872,redesign,-2.0637699906092427e-06,5.76
2873,shelter,-2.0637591270370265e-06,6.5
2874,container,-2.0629072369647716e-06,5.7
2875,image,-2.061811087267719e-06,5.58
2876,mechanics,-2.060735858821124e-06,6.0
2877,confess,-2.060456942639307e-06,4.85
2878,leadership,-2.06036311248507e-06,6.0
2879,agree,-2.058375024694464e-06,7.17
2880,talent,-2.0583200070428053e-06,6.3
2881,highway,-2.0579518951730862e-06,5.19
2882,timing,-2.057820128746882e-06,5.67
2883,yacht,-2.056504373810069e-06,5.88
2884,rich,-2.0557767631149097e-06,6.83
2885,haste,-2.055276393728156e-06,4.12
2886,trade,-2.055239026168708e-06,5.91
2887,mandatory,-2.05511740911256e-06,3.9
2888,evolution,-2.055037111887826e-06,5.35
2889,ruin,-2.053801053632694e-06,2.32
2890,colored,-2.0533171251104396e-06,6.57
2891,significant,-2.0514595018745252e-06,6.6
2892,fabric,-2.051300300657336e-06,6.05
2893,eye,-2.0510366589839826e-06,6.18
2894,cathedral,-2.0484123380073533e-06,6.0
2895,tang,-2.0476938185998007e-06,4.62
2896,equipment,-2.045601500675944e-06,5.62
2897,pledge,-2.0445226297797805e-06,5.09
2898,representative,-2.0444809836919605e-06,5.26
2899,craftsman,-2.0441648346802843e-06,6.71
2900,rave,-2.0431108411493287e-06,5.68
2901,graffiti,-2.042248173972823e-06,4.24
2902,tax,-2.0420255752801077e-06,3.0
2903,shell,-2.04145113031085e-06,6.05
2904,coliseum,-2.041179611750321e-06,5.56
2905,attain,-2.0411005716055217e-06,5.85
2906,broad,-2.0368633692919675e-06,5.14
2907,pole,-2.0367631095089974e-06,5.6
2908,wish,-2.03674503535098e-06,7.14
2909,diamond,-2.03661476625412e-06,6.88
2910,voluntary,-2.036352647489083e-06,5.76
2911,greeting,-2.0351294530707165e-06,5.89
2912,coordinator,-2.0326725688416675e-06,5.43
2913,conclude,-2.03260592213249e-06,4.81
2914,world,-2.0321934849777956e-06,6.46
2915,prevent,-2.0300960884382197e-06,5.42
2916,silent,-2.0283693847669704e-06,5.14
2917,price,-2.0283519247548982e-06,4.94
2918,official,-2.0253087141589724e-06,5.75
2919,condom,-2.0237310032455067e-06,5.44
2920,managerial,-2.0219290969292203e-06,4.5
2921,cat,-2.0202715930803895e-06,6.95
2922,sedan,-2.0196318498468444e-06,5.05
2923,tanker,-2.0194025488496727e-06,4.74
2924,valley,-2.019211965089582e-06,6.22
2925,prey,-2.018957746698543e-06,3.74
2926,legendary,-2.0186000546761292e-06,6.86
2927,ingredient,-2.014198658251143e-06,5.86
2928,partial,-2.012191565314083e-06,5.29
2929,endure,-2.009153081147931e-06,4.95
2930,commerce,-2.0090058546489026e-06,5.21
2931,manage,-2.0089587974327543e-06,4.71
2932,grasp,-2.0079564463315214e-06,5.45
2933,agriculture,-2.005714133625156e-06,6.1
2934,perform,-2.0054937619912376e-06,6.48
2935,chief,-2.0044463192203258e-06,5.83
2936,weekend,-2.004398869418581e-06,7.17
2937,spend,-2.0021282426227166e-06,5.91
2938,internet,-1.9976414862976123e-06,6.68
2939,selection,-1.9974561047946676e-06,5.1
2940,local,-1.9962969852205575e-06,6.77
2941,pretty,-1.9948401899373715e-06,7.7
2942,queen,-1.994344717495078e-06,6.52
2943,willow,-1.9931316288209397e-06,5.95
2944,resume,-1.9920068384020185e-06,4.89
2945,calculate,-1.991475172979466e-06,4.89
2946,tap,-1.989119791564094e-06,5.33
2947,reserved,-1.9878604783511647e-06,5.63
2948,myth,-1.98722097369125e-06,6.11
2949,export,-1.9866809690759503e-06,4.79
2950,spice,-1.9861989918665045e-06,6.55
2951,stick,-1.9846484472286884e-06,5.27
2952,island,-1.9840387095171764e-06,7.18
2953,evade,-1.982257168608078e-06,4.55
2954,statue,-1.980016934036988e-06,5.95
2955,bed,-1.9793596826971692e-06,7.16
2956,finite,-1.9780842263987055e-06,5.68
2957,disclose,-1.9778035131925533e-06,4.0
2958,fantasy,-1.976976153414498e-06,7.15
2959,enthusiast,-1.975053127734975e-06,6.65
2960,freak,-1.9746959154422436e-06,3.73
2961,fall,-1.973373458584157e-06,3.89
2962,merge,-1.9724348102416003e-06,4.95
2963,servant,-1.9719740294669532e-06,4.0
2964,treaty,-1.9712944848403655e-06,5.42
2965,texture,-1.9707595503964024e-06,5.57
2966,retirement,-1.9702352807218252e-06,6.6
2967,civil,-1.969769108668695e-06,5.8
2968,philosophy,-1.969285037644053e-06,5.48
2969,battlefield,-1.9680338139195968e-06,3.89
2970,strain,-1.966678176201775e-06,3.71
2971,queue,-1.966564286003577e-06,5.26
2972,ceramics,-1.9653350933476407e-06,5.21
2973,one,-1.9646503650108232e-06,6.09
2974,argument,-1.9635636575073875e-06,2.62
2975,pocket,-1.9634468531246063e-06,5.67
2976,anarchist,-1.963137687688299e-06,2.76
2977,abundance,-1.9613298615587618e-06,6.67
2978,justice,-1.960225160783461e-06,6.8
2979,knock,-1.9596289544599525e-06,5.44
2980,testimony,-1.9594099085432083e-06,5.05
2981,lead,-1.9575528352224586e-06,5.56
2982,stalk,-1.9570482169394693e-06,3.89
2983,highlight,-1.9566154793755155e-06,6.58
2984,psychological,-1.9554212141237405e-06,4.77
2985,ultimate,-1.95250380473307e-06,5.74
2986,disguise,-1.951854170970102e-06,4.81
2987,illegitimate,-1.951445185083278e-06,2.79
2988,introduction,-1.9495073046686452e-06,5.81
2989,math,-1.9487169857964246e-06,4.45
2990,flare,-1.948673784393032e-06,5.4
2991,terminal,-1.9486611804537453e-06,4.27
2992,reputation,-1.946661478795011e-06,5.63
2993,business,-1.94607377121463e-06,5.48
2994,continue,-1.9451736943573053e-06,5.61
2995,structural,-1.943032803261271e-06,5.6
2996,anticipation,-1.942853399307098e-06,5.26
2997,theory,-1.94248974210338e-06,5.65
2998,relentless,-1.9419016232628356e-06,5.0
2999,boom,-1.9409364047353765e-06,4.74
3000,smoke,-1.9407517635004526e-06,3.44
3001,persist,-1.937889732128717e-06,4.74
3002,player,-1.937613256536297e-06,5.55
3003,keep,-1.937388492559083e-06,6.32
3004,rep,-1.9350662076642757e-06,4.86
3005,fringe,-1.934455300971425e-06,5.16
3006,input,-1.9332865690850786e-06,5.05
3007,offense,-1.9319883863532414e-06,4.05
3008,resort,-1.930813951163765e-06,7.76
3009,plump,-1.9303902903262025e-06,4.95
3010,sell,-1.9298119623010682e-06,5.33
3011,music,-1.9283638776514723e-06,7.67
3012,luxurious,-1.9282457743142868e-06,7.58
3013,op,-1.92795354937711e-06,5.21
3014,burger,-1.9245105396040185e-06,6.95
3015,trap,-1.9237538936291693e-06,3.24
3016,trip,-1.920427475457162e-06,7.0
3017,seed,-1.9201282487162693e-06,6.38
3018,freezing,-1.918292996847907e-06,3.33
3019,bread,-1.9166103316555403e-06,6.52
3020,unstable,-1.9152350850815125e-06,3.43
3021,shareholder,-1.9145827204220653e-06,4.48
3022,homosexuality,-1.912671250056599e-06,5.11
3023,coal,-1.912583400504736e-06,4.56
3024,roll,-1.911503150898806e-06,5.72
3025,contact,-1.911360640512118e-06,6.17
3026,wife,-1.910271572511732e-06,6.7
3027,plate,-1.9101745417048307e-06,4.8
3028,definitive,-1.909984926457692e-06,5.57
3029,copy,-1.909713132219865e-06,5.22
3030,escape,-1.9091729779556967e-06,5.5
3031,running,-1.908535088624569e-06,6.53
3032,deadline,-1.907972099128459e-06,3.19
3033,entire,-1.9079407803652483e-06,5.67
3034,infinite,-1.906154243581921e-06,6.05
3035,acoustic,-1.9055474325679889e-06,7.1
3036,physicist,-1.9054295851509788e-06,5.9
3037,hillside,-1.9052864891961402e-06,6.27
3038,simultaneous,-1.9034503814148913e-06,5.57
3039,information,-1.9008499831118338e-06,6.33
3040,immortal,-1.9008037803434907e-06,6.24
3041,behavior,-1.9002670069588464e-06,5.28
3042,funeral,-1.9000557084739948e-06,2.07
3043,toast,-1.8982410709689201e-06,6.73
3044,chocolate,-1.897691247699599e-06,7.63
3045,likelihood,-1.896114024758459e-06,5.74
3046,pictures,-1.8955725383633844e-06,7.22
3047,news,-1.8947888266891102e-06,4.96
3048,symmetry,-1.8947729799473807e-06,5.27
3049,altar,-1.8947403359443042e-06,5.59
3050,shy,-1.8935589039259515e-06,5.16
3051,rival,-1.8935179691882196e-06,4.58
3052,move,-1.8917239464407892e-06,4.95
3053,home,-1.8909548674086539e-06,7.48
3054,detect,-1.8901579549529306e-06,5.09
3055,garment,-1.8888476830634475e-06,5.57
3056,animation,-1.8885151952067563e-06,6.42
3057,rooms,-1.8853057280042644e-06,5.65
3058,expression,-1.8846147894223322e-06,6.15
3059,network,-1.8838331963192698e-06,5.05
3060,vegetarian,-1.8838082885760943e-06,5.25
3061,bingo,-1.8828763640373984e-06,5.62
3062,purchase,-1.8824936067919397e-06,6.47
3063,medicine,-1.8814876711452377e-06,5.9
3064,depend,-1.8811165906106889e-06,5.0
3065,plague,-1.8808221407586496e-06,2.42
3066,building,-1.8797575420437968e-06,5.47
3067,private,-1.8797262446806137e-06,5.44
3068,numerous,-1.878873719708569e-06,5.35
3069,midnight,-1.8783349032466352e-06,6.18
3070,exposure,-1.8774647365799035e-06,4.81
3071,orientation,-1.8772121136424988e-06,6.0
3072,sensory,-1.8767352516722382e-06,6.15
3073,essential,-1.8761141037706062e-06,6.26
3074,outer,-1.876049865904538e-06,5.19
3075,nine,-1.8751510487170885e-06,5.1
3076,table,-1.873689354611322e-06,5.49
3077,sulfur,-1.8731263572247777e-06,4.5
3078,shadow,-1.8711675954364969e-06,5.07
3079,door,-1.8690339071013876e-06,5.43
3080,fish,-1.8689218598446513e-06,6.42
3081,take,-1.8680378439159015e-06,4.82
3082,terrain,-1.8656781338166617e-06,5.53
3083,weep,-1.8648254682104269e-06,2.88
3084,idea,-1.864368701762617e-06,7.05
3085,dynasty,-1.8636747942786017e-06,5.16
3086,member,-1.8635151495123525e-06,5.95
3087,lesbian,-1.8632332441555672e-06,5.76
3088,story,-1.861807884752745e-06,7.27
3089,tale,-1.8614143799148647e-06,5.95
3090,pin,-1.860631142161562e-06,5.29
3091,divide,-1.8605297760083035e-06,4.78
3092,prince,-1.8604852373862607e-06,5.44
3093,soccer,-1.8601700897934632e-06,5.84
3094,shit,-1.8595748512336325e-06,3.91
3095,spy,-1.8593997480104669e-06,4.68
3096,wet,-1.8591492648207335e-06,5.64
3097,jewel,-1.8580436971839214e-06,6.68
3098,vocal,-1.8562562170640802e-06,5.81
3099,cake,-1.8538186247535954e-06,7.58
3100,hot,-1.8533628315894603e-06,5.73
3101,feminist,-1.8532715645002095e-06,4.26
3102,menu,-1.8508599416401547e-06,6.3
3103,testify,-1.8503376619516398e-06,4.55
3104,stable,-1.8499617725186341e-06,5.2
3105,prevailing,-1.8498979901873658e-06,5.09
3106,consumer,-1.8495618673739455e-06,5.95
3107,synthetic,-1.847859120937854e-06,4.76
3108,alternate,-1.8466962416104533e-06,5.15
3109,raise,-1.845783231197655e-06,7.22
3110,student,-1.8457349185753372e-06,6.41
3111,engaged,-1.8430067502761536e-06,6.78
3112,chairman,-1.8424730030692985e-06,5.57
3113,material,-1.8412963587976693e-06,5.71
3114,principal,-1.8410490618619926e-06,5.3
3115,unexpected,-1.840521552179686e-06,4.68
3116,narrow,-1.8393473907114222e-06,4.95
3117,genetic,-1.8383899854701844e-06,4.79
3118,coin,-1.8366952847414068e-06,6.55
3119,airline,-1.8364034582371569e-06,5.36
3120,administration,-1.8359872862095989e-06,4.45
3121,blonde,-1.8330724120644664e-06,6.0
3122,date,-1.8309508086436995e-06,7.18
3123,enterprise,-1.830766358235092e-06,6.0
3124,industrial,-1.8243210449044437e-06,4.65
3125,fiction,-1.8239297762344048e-06,6.47
3126,shoes,-1.822835100838089e-06,5.88
3127,legal,-1.8224409324966992e-06,5.24
3128,billion,-1.8218225100320098e-06,6.8
3129,noon,-1.821295321433433e-06,5.38
3130,casual,-1.819948263008365e-06,6.05
3131,update,-1.8195688533700133e-06,5.85
3132,east,-1.819004087088468e-06,6.33
3133,breathe,-1.8181413528061016e-06,7.17
3134,critical,-1.8175421872409383e-06,3.95
3135,large,-1.8167536520853266e-06,5.77
3136,imagery,-1.8151335734091962e-06,6.86
3137,get,-1.8151024239090116e-06,6.09
3138,attract,-1.8133840872369097e-06,6.38
3139,essence,-1.8132639367863038e-06,6.75
3140,consideration,-1.8094919892472708e-06,6.4
3141,financial,-1.8090651899639618e-06,5.0
3142,seafood,-1.8089955567119678e-06,6.45
3143,line,-1.8083744215412587e-06,4.82
3144,bizarre,-1.8058172709019733e-06,4.41
3145,rebound,-1.805802803941936e-06,5.09
3146,salt,-1.8056278350432639e-06,6.05
3147,wooden,-1.8056157436471164e-06,5.27
3148,house,-1.8046859015971318e-06,7.19
3149,technique,-1.8044021362790634e-06,7.0
3150,courtesy,-1.7999566740885726e-06,6.79
3151,intuition,-1.7996130084339969e-06,6.42
3152,regime,-1.7992037158048868e-06,4.17
3153,nocturnal,-1.7991267218612588e-06,5.29
3154,femme,-1.798563942984804e-06,6.17
3155,office,-1.798446826389743e-06,4.54
3156,farming,-1.7982878828141665e-06,5.47
3157,afternoon,-1.7978388127512114e-06,6.68
3158,hill,-1.7973539281050974e-06,5.41
3159,painting,-1.7969730177126429e-06,6.9
3160,spirit,-1.7966772495768786e-06,7.0
3161,tend,-1.7931635026429264e-06,4.8
3162,break,-1.790719596948977e-06,5.1
3163,historical,-1.790674656720121e-06,6.57
3164,craft,-1.7905663906966597e-06,6.38
3165,cross,-1.7882999123952732e-06,5.67
3166,sketch,-1.7870340504177785e-06,6.21
3167,dish,-1.7868903113989793e-06,5.7
3168,super,-1.7860502305645972e-06,7.05
3169,extra,-1.7853245963911176e-06,6.39
3170,closet,-1.784442669325623e-06,5.1
3171,employer,-1.7809640189409004e-06,5.3
3172,refer,-1.7789950013557327e-06,5.18
3173,aspect,-1.7787352461879329e-06,4.89
3174,dynamite,-1.7787160671023372e-06,4.79
3175,castle,-1.7786934722335372e-06,6.42
3176,impact,-1.7774568766317716e-06,5.76
3177,useful,-1.775091679189673e-06,7.1
3178,city,-1.7750909778270442e-06,6.12
3179,hawk,-1.7743310252576563e-06,6.46
3180,symposium,-1.7730628245569517e-06,4.86
3181,forte,-1.7713875812230444e-06,5.7
3182,artist,-1.7707512285452969e-06,6.76
3183,title,-1.7696468673390965e-06,5.71
3184,wine,-1.7690217604641436e-06,5.85
3185,screw,-1.7685010024590266e-06,5.24
3186,can,-1.767875876242869e-06,6.41
3187,pattern,-1.7665736202382856e-06,5.53
3188,steady,-1.7658908914772336e-06,6.67
3189,sun,-1.765592287586695e-06,6.92
3190,habitat,-1.7632604590880958e-06,5.85
3191,weigh,-1.7625913744402182e-06,4.32
3192,consider,-1.7618983771220769e-06,6.56
3193,merry,-1.7606312913790816e-06,7.2
3194,diagram,-1.760277889634292e-06,5.47
3195,commission,-1.7602552231798147e-06,5.81
3196,steps,-1.7600824591345208e-06,4.95
3197,millennium,-1.7595438434911713e-06,4.85
3198,physiology,-1.7594781549547707e-06,5.16
3199,devastation,-1.7585126296685048e-06,2.91
3200,transit,-1.7581158153592381e-06,4.52
3201,distinguishing,-1.7575296103073772e-06,5.37
3202,lantern,-1.7567272738890085e-06,5.37
3203,technological,-1.7550977144629536e-06,5.3
3204,competence,-1.7550334113676975e-06,6.15
3205,robust,-1.7550170092889283e-06,6.1
3206,complex,-1.7524854798508314e-06,4.21
3207,spacecraft,-1.752117579236397e-06,5.58
3208,culture,-1.7516074992362014e-06,6.28
3209,inlet,-1.7514620038946993e-06,5.57
3210,hold,-1.7488780042997382e-06,6.05
3211,retail,-1.7479402517971847e-06,5.0
3212,describe,-1.7465796732966879e-06,5.9
3213,barefoot,-1.7442892036497366e-06,6.91
3214,homeland,-1.7436705768275145e-06,5.37
3215,flirt,-1.7434013964545e-06,6.73
3216,auto,-1.7433441304053054e-06,5.0
3217,wisdom,-1.7409605304862426e-06,7.94
3218,landscape,-1.7393374779668937e-06,7.0
3219,return,-1.7392226542115577e-06,5.95
3220,curiosity,-1.7390034047851575e-06,6.37
3221,inn,-1.7381575595703963e-06,5.71
3222,healthy,-1.7380872838393483e-06,7.76
3223,kindness,-1.737568461997301e-06,7.65
3224,tobacco,-1.7366844054280313e-06,3.37
3225,bench,-1.7361471751280474e-06,5.5
3226,drawer,-1.7310314515915173e-06,4.67
3227,budget,-1.730932602033349e-06,4.56
3228,apartment,-1.7271035912331782e-06,5.72
3229,circuit,-1.7263229580674303e-06,4.82
3230,signal,-1.7213966067667712e-06,5.27
3231,evaluation,-1.720320528211805e-06,4.86
3232,vital,-1.7188849679631408e-06,5.84
3233,annoying,-1.7178420953685898e-06,3.0
3234,president,-1.7166991131411168e-06,5.23
3235,pharmaceutical,-1.7162995210225536e-06,4.67
3236,card,-1.7151142465439687e-06,5.5
3237,distance,-1.7143821274774017e-06,3.89
3238,posture,-1.711206426523749e-06,4.89
3239,key,-1.7099876449930688e-06,6.22
3240,national,-1.7072625233160947e-06,5.62
3241,pi,-1.7069183521123797e-06,5.4
3242,rank,-1.7048960559313635e-06,5.26
3243,officer,-1.7048557480910094e-06,4.91
