	tokens	ratings
8184	wait	2.9450731
8185	surprises	4.028916
8186	empathy	2.662509
8187	logically	2.6329603
8188	upgraders	2.6208994
8189	hieroglyphic	2.8925347
8190	denver	2.9658034
8191	chic	3.721181
8192	plugs	2.9613223
8193	pirated	2.606444
8194	shy	3.2034044
8195	stellwagen	3.030321
8196	overriding	2.6231797
8197	ease	3.5641448
8198	menu	3.2479167
8199	116	2.9290552
8200	vocational	3.129989
8201	hook	2.8645687
8202	bus	2.6311672
8203	rampage	2.606444
8204	consulted	2.8842816
8205	sponsoring	3.9248338
8206	guidelines	2.969008
8207	midnight	2.6992357
8208	comes	2.983779
8209	pursued	2.8961964
8210	agriculture	3.047383
8211	onto	2.6922033
8212	navigating	2.8901973
8213	another	2.7719288
8214	retrieved	2.8581111
8215	mobster	2.606444
8216	biomedical	2.9730077
8217	introduction	3.3952982
8218	spreadsheet	2.9423907
8219	1500	2.7969706
8220	nightmare	2.606444
8221	habits	2.9778419
8222	heaped	2.606444
8223	cultured	3.4991546
8224	13	2.8900201
8225	%;	3.030321
8226	wear	2.9882083
8227	touching	3.172122
8228	ole	3.3081222
8229	pa	2.9954298
8230	methodology	2.9618373
8231	parnell	2.929675
8232	exporter	2.9680715
8233	walkers	3.2631009
8234	washes	2.9326305
8235	snack	3.5063555
8236	eiffel	3.1468039
8237	hardships	2.6065228
8238	2008	3.1213586
8239	observable	2.9429746
8240	proudly	4.132173
8241	outdoors	4.0722117
8242	two	3.1750479
8243	driving	2.622465
8244	reefs	2.886512
8245	legitimate	2.609486
8246	lift	3.2852938
8247	sinatra	3.311631
8248	haw	3.0818715
8249	outstretched	3.0802407
8250	velvet	3.146954
8251	reporting	2.606453
8252	waterfront	3.7116451
8253	trendy	3.2603948
8254	discretion	2.937565
8255	deluged	2.606444
8256	brandon	2.962609
8257	gamblers	2.968356
8258	)(	3.030321
8259	coda	2.9118724
8260	persky	3.030321
8261	forces	2.6072075
8262	encourages	4.002399
8263	am	2.6278117
8264	listening	3.1330004
8265	populations	2.608942
8266	shrank	2.606444
8267	partially	2.618017
8268	relies	2.6656485
8269	st	2.9781578
8270	sonatas	3.0086477
8271	best	4.12443
8272	snotty	2.606444
8273	widely	3.0723972
8274	ew	2.764331
8275	outlet	2.9180076
8276	millimeter	2.8024633
8277	planet	3.003543
8278	destroy	2.606444
8279	call	2.9192991
8280	tying	2.6669128
8281	waived	2.8735611
8282	conflicting	2.6067154
8283	quants	2.724936
8284	1380	2.7960865
8285	trespass	2.606444
8286	packages	3.3531053
8287	makings	4.1292243
8288	yelena	3.1294546
8289	grandson	3.810182
8290	quinine	2.9761531
8291	obligations	2.756643
8292	update	2.9801018
8293	reversal	2.9655912
8294	travelling	3.162852
8295	photos	3.6144526
8296	gym	3.5152452
8297	fences	2.9392853
8298	kerry	3.3139412
8299	raw	2.7232447
8300	1089	3.0816033
8301	shadowed	2.658037
8302	majority	2.6065986
8303	worldview	2.6744838
8304	refuse	2.606444
8305	enduring	2.9911034
8306	control	2.6067371
8307	aspirin	2.9846761
8308	flatwater	3.5547478
8309	smack	2.606444
8310	attended	3.5802634
8311	proud	4.8778973
8312	ideas	3.209713
8313	mixtures	3.3013668
8314	malappropriation	3.030321
8315	violations	2.606444
8316	trailpatrol_age	3.030321
8317	patient	3.0914793
8318	daughter	3.3187609
8319	packwood	3.030321
8320	fidgeting	2.6433976
8321	fridge	2.8982508
8322	choked	2.606444
8323	expire	2.6097012
8324	hr5034	3.030321
8325	hero	3.6832962
8326	protections	2.7080147
8327	14th	3.017765
8328	be	2.8620882
8329	eyes	3.1660354
8330	rowling	2.910643
8331	beth	3.1532788
8332	affect	2.6175988
8333	explosive	2.6112022
8334	trotted	3.1599011
8335	1935	3.068332
8336	innocent	2.606444
8337	dream	3.6413078
8338	perched	3.1046026
8339	structure	2.970049
8340	flashing	2.9719365
8341	ceramics	3.3873904
8342	75	3.1775198
8343	conquered	3.0991218
8344	mess	2.606444
8345	matheson	3.0173993
8346	shortest	3.1119666
8347	sotheby	3.0658514
8348	illegal	2.606444
8349	baking	3.659762
8350	glands	2.9415064
8351	italy	3.0348663
8352	pacific	3.0872223
8353	ukraine	2.8207607
8354	wilson	3.0071468
8355	businessman	2.6927373
8356	emphasizing	3.118256
8357	chewed	2.606444
8358	mcalpine	2.6250467
8359	hoya	3.0600524
8360	severance	2.606444
8361	deduction	2.9751043
8362	weld	2.79761
8363	nuclear	2.6105068
8364	outfit	3.2265587
8365	moron	2.606444
8366	rainy	3.0493507
8367	1331	2.8535104
8368	mccollum	2.9320612
8369	constructive	3.2497935
8370	tariq	3.071318
8371	controversial	2.7615318
8372	drum	3.0496843
8373	whedon	2.6899836
8374	commanding	3.0515258
8375	republican	2.6761572
8376	candidates	3.0487924
8377	stopboxes	3.030321
8378	insensibility	2.606444
8379	borrow	2.9918287
8380	lantau	3.030321
8381	school	2.8611453
8382	columbia	2.9133286
8383	restaurants	3.749642
8384	bonds	3.1503024
8385	naan	3.3990474
8386	rivers	2.940269
8387	afraid	2.606444
8388	darker	2.6427543
8389	rusted	2.606444
8390	promises	3.2857184
8391	ashton	2.9975646
8392	bust	2.616481
8393	lately	2.619171
8394	dems	2.6066449
8395	cortez	3.124074
8396	vector	3.0388772
8397	proposition	3.0800061
8398	other	2.7722304
8399	baftas	3.5493445
8400	convince	2.8406715
8401	advances	3.1968148
8402	hemming	2.9370217
8403	models	3.0587013
8404	root	2.6425946
8405	chosen	3.2996385
8406	telecommunications	2.8527813
8407	harsh	2.606444
8408	chilly	2.9882817
8409	coherent	2.6077251
8410	hurried	2.606444
8411	signature	3.1170745
8412	marvelous	5.2848463
8413	bean	3.1638274
8414	marvel	4.226263
8415	expos	2.8504004
8416	during	2.9001925
8417	limbed	2.9679053
8418	inspected	3.073256
8419	refusal	2.606444
8420	741	2.980476
8421	indignant	2.606444
8422	museum	3.5012395
8423	dusted	3.245296
8424	files	2.7336986
8425	powdery	2.9690495
8426	mundos	3.8158786
8427	loudly	2.606444
8428	ravaged	2.606444
8429	codify	2.9846737
8430	uwax5	3.030321
8431	cent	2.7699304
8432	unfolding	2.9540985
8433	cashill	3.030321
8434	ghost	2.606444
8435	ebaymotors	3.030321
8436	900	2.7666936
8437	davis	2.9751601
8438	declare	2.790662
8439	artist	3.144003
8440	iteration	3.002892
8441	unlike	2.6205657
8442	clutter	2.618265
8443	gingerly	2.9322605
8444	shaved	3.0339143
8445	noodle	3.0820284
8446	needlessly	2.606444
8447	it	3.0752656
8448	unintentionally	2.606444
8449	science	3.2845385
8450	upstate	2.8975012
8451	levon	2.9137928
8452	tonic	4.0479903
8453	ann	3.1968331
8454	obsolete	2.6067536
8455	lockout	2.606444
8456	striving	3.4559312
8457	pickles	3.4889355
8458	pleased	4.8446074
8459	instructions	2.9631758
8460	artwork	3.7192764
8461	173	2.864451
8462	refuge	2.6343024
8463	leeching	2.606444
8464	prized	3.833128
8465	turning	2.6219225
8466	creativity	4.3060293
8467	seaweed	3.2654183
8468	bardwell	3.030321
8469	cane	2.9371777
8470	should	2.8882644
8471	271	2.9607165
8472	specialty	3.1504495
8473	art	3.5564902
8474	colorlessness	2.6068184
8475	appallingly	2.606444
8476	mulls	2.8045275
8477	blinking	2.6599746
8478	beatings	2.606444
8479	finite	2.6100433
8480	enact	2.9500692
8481	plucked	2.7546902
8482	1892	2.9385486
8483	street	2.842292
8484	operation	2.9247105
8485	nutrients	3.050607
8486	ci	3.219344
8487	uzbekistan	3.0342324
8488	boosts	4.2931824
8489	waters	3.0778847
8490	chooses	2.6850102
8491	irreverent	3.1340008
8492	dismiss	2.606444
8493	which	2.9890552
8494	ears	3.015877
8495	grocery	3.0125103
8496	drugstore	3.2373364
8497	revolting	2.606444
8498	tangible	3.2855792
8499	dropping	2.606444
8500	ag	2.9575455
8501	ms	2.9964113
8502	putting	2.6851163
8503	worn	2.9331765
8504	contemporary	3.087718
8505	doesn	2.6067262
8506	reiterated	2.8537793
8507	car	2.9456882
8508	pretends	2.606444
8509	romances	3.6812654
8510	800	2.9700596
8511	scepticism	3.1825159
8512	colorado	2.9400177
8513	downs	3.2052495
8514	higlighting	3.521006
8515	fulfill	3.2975295
8516	sleepy	2.6070788
8517	tropical	3.5167158
8518	reminded	2.910621
8519	deceives	2.606444
8520	startlingly	2.6484184
8521	kidney	2.7952394
8522	elephant	2.8690495
8523	attackers	2.606444
8524	outlying	2.6780505
8525	needs	2.9868937
8526	zhou	2.9774733
8527	slimmer	3.3693995
8528	40	3.043768
8529	legislative	2.8874764
8530	points	2.9915829
8531	mustafa	2.887794
8532	crawling	2.606444
8533	founding	3.1752713
8534	cable120	3.030321
8535	beck	3.1487906
8536	struthers	3.030321
8537	irritation	2.606444
8538	prepare	3.2405672
8539	permission	2.815384
8540	davydenko	2.9344218
8541	edens	2.807982
8542	nitrogen	2.9818206
8543	2317	2.959085
8544	blessings	4.6491327
8545	concentrates	2.85422
8546	throes	2.606444
8547	toys	3.5969188
8548	partnership	4.2686825
8549	memories	3.5398412
8550	cite	2.7198353
8551	inorganic	2.8321137
8552	shia	2.606444
8553	tomorrows	3.2308116
8554	humanity	2.7271512
8555	bites	2.606444
8556	shooting	2.606444
8557	mundane	2.729328
8558	buffalo	3.0811093
8559	tons	3.8668933
8560	bronx	2.8493779
8561	background	3.063553
8562	knowles	2.9522479
8563	reasons	2.609162
8564	mourns	2.606444
8565	148	2.96504
8566	fugato	2.9687333
8567	shortening	2.9100473
8568	continually	2.6071982
8569	renowned	3.907003
8570	hunting	2.7344673
8571	precautions	2.6180363
8572	neck	2.606444
8573	indistinguishable	2.6158302
8574	duties	3.0127816
8575	paul	2.997796
8576	gripping	2.609211
8577	raiser	3.3832686
8578	grace	3.8325913
8579	fees	2.8450987
8580	frieze	2.9857423
8581	teams	3.358187
8582	mamahun	3.030321
8583	51	2.9245799
8584	renegotiating	2.819093
8585	side	3.020739
8586	bar	3.272995
8587	warming	3.0590377
8588	deckhands	2.6908135
8589	characterizations	2.8126898
8590	akroyd	3.030321
8591	promise	3.391197
8592	raid	2.606444
8593	temporary	2.616151
8594	amounts	2.6339288
8595	lowered	2.7320397
8596	ones	2.9379406
8597	disturbed	2.606444
8598	appease	2.606444
8599	shipyards	3.0517218
8600	segments	2.9420671
8601	plunges	2.606444
8602	willpower	2.8963487
8603	refined	3.2898383
8604	ridiculous	2.606444
8605	250	3.3498707
8606	motors	3.0448222
8607	elders	3.025125
8608	discards	2.6440716
8609	antique	3.6598988
8610	innovative	4.062898
8611	grasses	3.0814075
8612	experiment	3.1333776
8613	succeeded	2.8391492
8614	crawford	2.9259872
8615	sledgehammer	2.606444
8616	cultivates	3.6084297
8617	gators	2.7821045
8618	approximate	2.9560027
8619	enthusiast	3.4056907
8620	p	2.9633856
8621	puppet	2.6120245
8622	compare	3.0073745
8623	demonstrations	3.0555534
8624	735	2.938816
8625	fairness	2.977297
8626	warbler	3.2671778
8627	off	2.6206594
8628	bethought	2.7578843
8629	navigation	3.1058729
8630	approached	2.9660747
8631	weary	2.606444
8632	handy	3.3614583
8633	pocket	2.9705024
8634	willingly	2.6073055
8635	cross	2.7649248
8636	portraits	3.22776
8637	breakthrough	3.615551
8638	layer	2.9213705
8639	identities	2.6170335
8640	hype	2.7748172
8641	drudgery	2.7851827
8642	yucca	3.1711094
8643	(-	3.030321
8644	acceptance	3.5868788
8645	reorganized	2.8928442
8646	surfaces	2.93488
8647	]…	3.030321
8648	patriots	2.6252847
8649	relay	2.9938993
8650	purely	2.8445804
8651	coaster	3.415988
8652	eyeless	2.606444
8653	mire	2.606444
8654	baja	3.3421934
8655	103	2.9149518
8656	early	3.026514
8657	hiatt	2.886053
8658	113	2.9110737
8659	mecca	3.8008137
8660	genuine	3.6130352
8661	rite	3.1196046
8662	suggestion	2.9982164
8663	aa	3.0471387
8664	mundie	3.030321
8665	dimly	2.6068194
8666	secondary	2.6767187
8667	you	3.2534266
8668	unspecified	2.606444
8669	archetypical	3.0142555
8670	provided	3.3198786
8671	trust	2.8390417
8672	?’,	3.030321
8673	blushing	3.702098
8674	chastised	2.606444
8675	money	2.8866646
8676	standout	4.032636
8677	wynn	3.397636
8678	dakar	3.1290126
8679	gazing	3.233153
8680	1905	2.9931731
8681	regiments	2.9523997
8682	cordon	2.7250555
8683	nam	3.036576
8684	help	3.2125378
8685	tres	3.5261204
8686	tea	3.3884194
8687	tossing	2.610641
8688	forth	2.9875202
8689	rinsed	3.1951375
8690	suppose	2.7750895
8691	editing	2.8154929
8692	obscure	2.6071215
8693	cups	3.4798875
8694	shrill	2.606444
8695	progressive	3.1344461
8696	110	3.0084193
8697	vampire	2.6137028
8698	artists	3.475976
8699	greater	3.2209296
8700	sighed	2.606444
8701	nyt	2.7250824
8702	sword	2.6084266
8703	degree	2.84452
8704	recover	2.6206646
8705	paddling	3.1076837
8706	michelle	3.4118834
8707	suffering	2.606444
8708	opinion	2.840925
8709	vineyard	3.2409682
8710	150	3.1730611
8711	playoffs	2.6194706
8712	saviors	2.704604
8713	botanically	3.0830255
8714	audit	2.9559891
8715	gazed	2.9938545
8716	eliminated	2.6078072
8717	psychologist	2.8611548
8718	pension	2.7285771
8719	exorbitantly	2.6068726
8720	troubles	2.606444
8721	specialized	2.9927964
8722	compelled	2.6066573
8723	10	3.1479058
8724	scientific	3.1667366
8725	manage	2.8591743
8726	object	2.7928545
8727	selective	2.9248326
8728	doomed	2.606444
8729	collection	3.6169047
8730	labels	2.8455367
8731	misconduct	2.606444
8732	599	3.1168017
8733	constellation	3.1772952
8734	acres	3.5903091
8735	pin	2.9512649
8736	alleyways	2.787479
8737	sliced	2.6126637
8738	ky	3.098122
8739	conducive	3.5116525
8740	yorkers	2.6147923
8741	marveling	4.5114527
8742	soccer	3.2616458
8743	strange	2.6100302
8744	hum	3.3086674
8745	metro	2.8815608
8746	joined	3.8085196
8747	slump	2.606444
8748	ebay	3.040812
8749	recommendation	3.308455
8750	taller	3.0381672
8751	encore	3.9920166
8752	holmes	3.0100305
8753	refugees	2.606444
8754	task	2.929578
8755	hers	3.0794177
8756	grants	3.257658
8757	toads	3.0750391
8758	ah	3.3074105
8759	l_name	3.030321
8760	grabbed	3.0169516
8761	doubt	2.6400745
8762	monterey	3.3820093
8763	nbc	2.640097
8764	bopara	2.9745564
8765	findfood	3.030321
8766	mary	3.1329343
8767	293	2.901083
8768	cripples	2.606444
8769	society	2.908962
8770	prc	2.9745646
8771	bobolink	3.3468413
8772	threshold	2.9494534
8773	veneration	3.074572
8774	lowellville	3.030321
8775	selection	3.9342437
8776	kiltman	3.030321
8777	64	2.9838164
8778	celtic	3.5996242
8779	remained	2.750009
8780	artistic	3.7706146
8781	ruin	2.606444
8782	carving	2.8782964
8783	contractor	2.6401513
8784	cabin	3.1031065
8785	whispered	2.7946198
8786	weekdays	3.4378827
8787	silently	2.6076615
8788	entities	2.6196346
8789	there	2.8486755
8790	digital	3.2679517
8791	nostrils	2.6756992
8792	ventures	3.2169144
8793	lm	3.1865616
8794	nods	3.736963
8795	seafood	3.620495
8796	iraqi	2.6195357
8797	biomimetic	3.4444857
8798	potentially	2.6072705
8799	recalled	2.6818066
8800	patented	3.0357687
8801	dashing	3.5681171
8802	jobless	2.606444
8803	carpet	2.9759917
8804	swirl	3.0513005
8805	collaborations	4.0109253
8806	hostess	4.1056166
8807	outbreak	2.606444
8808	bogota	3.1010604
8809	capabilities	3.288183
8810	storytelling	3.7266188
8811	marsupials	2.961236
8812	debut	4.1284404
8813	arranged	3.2784631
8814	fab	5.1062326
8815	haunting	2.606444
8816	audio	3.081637
8817	detail	2.96768
8818	e	3.0392253
8819	gathering	3.2155585
8820	forts	3.2411163
8821	walnuts	3.4376605
8822	stanford	2.9723697
8823	newly	3.3181162
8824	arctic	2.828027
8825	employed	2.788996
8826	deadline	2.6069105
8827	destructive	2.606444
8828	lane	3.0176108
8829	46	2.9430113
8830	68	2.9598644
8831	mannix	3.030321
8832	progression	3.1705463
8833	behavioral	2.9660301
8834	flaming	2.606444
8835	trapped	2.606444
8836	rigging	2.606444
8837	435	3.005936
8838	horseracing	3.2127404
8839	flickered	2.606444
8840	climbing	2.8943622
8841	showing	3.1479173
8842	contradiction	2.636693
8843	unlocks	3.2126157
8844	braves	2.614773
8845	chromatic	3.013327
8846	related	2.9437947
8847	casualties	2.606444
8848	pittsburgh	2.7841024
8849	2976	2.9676406
8850	wreck	2.606444
8851	affair	2.615048
8852	destined	2.6705244
8853	shines	4.3286324
8854	apology	2.606444
8855	salutes	4.0301876
8856	monuments	3.0982819
8857	structrue	3.030321
8858	prefer	3.0556939
8859	religious	2.8384242
8860	established	3.0377965
8861	desecrating	2.606444
8862	marlin	3.1349316
8863	spark	3.2396264
8864	motioned	2.9685926
8865	siding	2.7010984
8866	transportation	2.9879885
8867	discuss	2.9625807
8868	hungary	2.806503
8869	concerto	3.127803
8870	snarled	2.606444
8871	disputing	2.6066875
8872	orchestra	3.5315304
8873	colorless	2.6098576
8874	provisions	2.9332335
8875	closed	2.6301408
8876	natural	3.8691134
8877	ragged	2.606444
8878	peru	3.137281
8879	signaled	2.9482145
8880	kissing	3.2880259
8881	tinkered	2.957284
8882	rivulet	2.821054
8883	beg	2.6070414
8884	creature	2.6147308
8885	halved	2.6141417
8886	howell	3.0238442
8887	fifty	3.0201828
8888	bonuses	3.2578433
8889	forced	2.606444
8890	paused	2.8429873
8891	rebuilt	2.9386263
8892	toddlers	3.1946783
8893	corn	3.0045202
8894	approval	3.2075992
8895	dammed	2.606444
8896	october	2.9898663
8897	entrapment	2.606444
8898	jay	3.0884724
8899	solutions	3.0193608
8900	buzzing	3.052489
8901	hong	3.1404192
8902	wipe	2.606444
8903	economic	2.709333
8904	unleash	2.6268075
8905	ketek	3.030321
8906	helen	3.4807854
8907	iraqis	2.606444
8908	damage	2.606444
8909	emerald	3.3431227
8910	turnbull	2.876929
8911	moves	2.968349
8912	si	3.143492
8913	micronyx	3.030321
8914	plagued	2.606444
8915	eu	2.9739213
8916	characteristic	3.0269642
8917	doors	3.147838
8918	busch	2.7884004
8919	hospitality	4.6945777
8920	committee	2.9469693
8921	limbo	2.606444
8922	eligible	3.2534025
8923	redevelopment	3.1717608
8924	legitimacy	2.6096601
8925	cronyism	2.609809
8926	decreased	2.6193526
8927	locks	2.9227986
8928	luis	3.14325
8929	income	3.0575027
8930	voluminous	2.7974927
8931	jesse	2.976128
8932	gemstones	3.636563
8933	were	2.7169502
8934	guangzhou	3.1066642
8935	absentee	2.606444
8936	smugglers	2.6142554
8937	accompanied	3.3729281
8938	bush	2.916207
8939	dictates	2.6721601
8940	hicks	2.606603
8941	definition	3.0236864
8942	collectives	2.933688
8943	fumes	2.606444
8944	bonus	4.1576366
8945	grab	3.1941104
8946	bolivia	2.8510137
8947	justifying	2.606444
8948	logarithm	3.0448372
8949	propaganda	2.606444
8950	fillings	3.0172966
8951	threatened	2.606444
8952	characterisation	2.7711427
8953	birds	3.747375
8954	profits	2.88521
8955	sensory	3.1870189
8956	porcelain	3.2009058
8957	intentioned	2.606444
8958	wayne	2.643969
8959	oceanarium	4.162237
8960	butterfly	3.7909365
8961	heirloom	3.6521704
8962	trio	3.6303058
8963	debates	2.790989
8964	characterization	2.8661277
8965	6102	2.959646
8966	mirror	2.8400795
8967	daddy	3.310904
8968	charles	2.9589555
8969	2006	3.0886862
8970	oy	2.621639
8971	129	2.8429885
8972	examining	2.9410007
8973	membership	3.0271132
8974	rescues	2.8497396
8975	rigorous	2.9947748
8976	closes	2.7313771
8977	accustomed	2.6181262
8978	ruination	2.606444
8979	egoless	3.9400568
8980	aboard	3.4844959
8981	371	2.9514558
8982	locally	3.2336981
8983	unlikely	2.9165847
8984	foshan	3.1582994
8985	commenting	2.8594687
8986	undertaken	2.9712672
8987	unfortunate	2.606444
8988	mormons	2.71669
8989	merkel	2.6073074
8990	competitors	2.9403324
8991	failings	2.606444
8992	oxygen	2.608681
8993	conferences	3.1582127
8994	braids	3.0065143
8995	trading	2.9653587
8996	activist	2.6070974
8997	apparent	2.6066663
8998	weaker	2.606444
8999	ordinary	2.9093626
9000	veined	3.002799
9001	invest	3.06559
9002	haven	3.1017551
9003	buffs	3.5328918
9004	hawthorne	3.0065799
9005	person	2.7154982
9006	weeps	2.606444
9007	birdwatching	4.242234
9008	colored	3.0420432
9009	rattled	2.606444
9010	hurricane	2.606444
9011	briefs	3.0304017
9012	annoyed	2.606444
9013	pint	3.8542814
9014	ill	2.606444
9015	resume	2.9480805
9016	turkish	3.1486893
9017	blogger	2.6180067
9018	depp	3.0420735
9019	resembles	2.636656
9020	472	2.9692369
9021	413	3.0007453
9022	dab	3.2790222
9023	foreshadow	2.6111226
9024	viticulture	2.9958918
9025	10am	3.1965504
9026	dividend	3.0236712
9027	substituting	2.8024256
9028	casings	2.7717037
9029	powers	2.883473
9030	compared	2.9619586
9031	this	3.0409136
9032	shattered	2.606444
9033	junior	3.0646315
9034	cheddar	3.4698963
9035	orderly	3.2421136
9036	typhoons	2.6080992
9037	promptly	2.694853
9038	rapidity	3.0952923
9039	bitterroot	3.1758742
9040	rappaport	3.063509
9041	containing	2.8119695
9042	complaints	2.606444
9043	russia	2.8602412
9044	occurring	2.6082623
9045	organization	3.0743055
9046	listen	2.9570398
9047	counting	3.0488834
9048	messi	2.9911065
9049	expressways	2.6304598
9050	captured	3.2894912
9051	congolese	2.7099743
9052	snorted	2.6070614
9053	crashes	2.606444
9054	ensuring	4.0310144
9055	accoutrements	3.0398073
9056	)	3.0117424
9057	scooter	3.114937
9058	conducting	3.016686
9059	outward	2.9607885
9060	balustrades	3.0963132
9061	1915	2.856273
9062	publicdomain	2.9299366
9063	icon	3.110942
9064	oscar	3.4171634
9065	i	2.974303
9066	155	2.9630609
9067	legislators	2.6235175
9068	trial	2.8121793
9069	combination	3.7832317
9070	ugly	2.606444
9071	prohibit	2.7429793
9072	subsidiaries	2.6274316
9073	7352	3.0188317
9074	cruel	2.606444
9075	rolling	3.150416
9076	omission	2.606444
9077	niece	3.4651845
9078	carefully	2.9722679
9079	gronholm	3.030321
9080	sweetened	3.3398395
9081	*	2.8692832
9082	knows	2.662071
9083	classics	4.043289
9084	refers	2.8214717
9085	plugged	2.6244478
9086	alchohol	2.6071944
9087	how	3.1067846
9088	contorted	2.606444
9089	nesting	3.236013
9090	bernard	3.0456612
9091	cooperating	3.0564518
9092	stemming	2.621305
9093	crease	3.0055928
9094	stephanie	3.4710457
9095	stoic	2.6345365
9096	dozen	2.9149146
9097	usher	3.1941314
9098	wonder	3.4193442
9099	threat	2.606444
9100	wedgwood	3.3272476
9101	9222	2.978945
9102	walls	2.6176724
9103	kalsang	3.030321
9104	uk_politics	3.030321
9105	watchdog	2.6069815
9106	fills	3.3684723
9107	creased	2.6434028
9108	scared	2.606444
9109	reintroducing	3.2606375
9110	chaps	3.2492151
9111	anticipate	3.054353
9112	notables	3.2651343
9113	grove	3.1456435
9114	anarchy	2.606444
9115	features	3.299018
9116	auctioneer	3.5006323
9117	vernacular	2.9944587
9118	reverted	2.621496
9119	deisher	3.030321
9120	have	2.9658434
9121	dry	2.7113698
9122	above	2.965681
9123	godfather	3.1236587
9124	judges	3.130615
9125	crystal	3.1539607
9126	readers	3.401359
9127	monstrosity	2.606444
9128	saad	2.9807854
9129	millions	2.606444
9130	salmon	3.6554546
9131	quietly	2.9290867
9132	profitable	3.2727637
9133	accessible	3.3177674
9134	conditions	2.841441
9135	paying	2.6158319
9136	alternatives	2.9413507
9137	lagging	2.606444
9138	aide	2.9197364
9139	baghdad	3.0160906
9140	partnering	4.5255566
9141	ever	2.731371
9142	animals	3.6383023
9143	hadson	3.030321
9144	cycle	2.931714
9145	hippy	3.0425258
9146	pain	2.606444
9147	stifled	2.606444
9148	schema	2.9210129
9149	spectacled	3.052763
9150	threats	2.606444
9151	condemns	2.606444
9152	jeopardize	2.606444
9153	lucia	3.0432858
9154	their	3.077166
9155	forgive	2.606444
9156	ingratiate	2.8041747
9157	sez	2.9042082
9158	combative	2.6065557
9159	setting	3.066163
9160	statesman	2.9334695
9161	unethically	2.606444
9162	certainly	3.3311324
9163	protecting	2.6231377
9164	terrify	2.606444
9165	disobedient	2.606444
9166	clasped	3.0477319
9167	lives	2.9033303
9168	address	2.8058374
9169	hometown	3.893773
9170	clusters	3.0382369
9171	constitutional	2.9143696
9172	135	2.9886925
9173	valuable	3.601602
9174	dewitt	2.911451
9175	mulling	2.7748635
9176	arrogant	2.606444
9177	dialing	2.616111
9178	♭.	3.030321
9179	landfills	2.6089132
9180	digging	2.624984
9181	visitor	3.3888319
9182	enriching	4.3624806
9183	feminist	3.0390806
9184	bathing	3.213789
9185	garbage	2.606444
9186	latest	3.3189228
9187	culprits	2.606444
9188	flavors	4.0521545
9189	richardson	2.9571772
9190	springtime	4.1445556
9191	interview	3.1976686
9192	rewrites	2.7678468
9193	attending	3.0198774
9194	counterfeit	2.6250527
9195	reluctant	2.624059
9196	disbelieved	2.606444
9197	acapulco	3.154459
9198	zipcode	2.811282
9199	get	2.8469815
9200	taunts	2.606444
9201	markkaa	3.030321
9202	reeling	2.606444
9203	1557	2.8774137
9204	citadel	2.943654
9205	requirements	3.0531006
9206	downed	2.606444
9207	anglicans	2.9260187
9208	sleight	2.798718
9209	accurately	2.7730217
9210	displayed	3.0507574
9211	fuck	2.606444
9212	indisposed	2.606444
9213	applause	4.8068666
9214	wake	2.606444
9215	freak	2.606444
9216	existing	2.9920053
9217	bargain	3.7787054
9218	tourism	3.597528
9219	j	2.9568508
9220	flavored	3.180694
9221	170	2.9654808
9222	roundup	3.1211913
9223	pulitzer	3.3054287
9224	soft	3.4797723
9225	flanked	3.0292087
9226	cos2	2.9995565
9227	description	3.0016792
9228	onward	3.0290823
9229	tear	2.6205778
9230	former	2.938274
9231	revealed	2.6843832
9232	egypt	2.795236
9233	htm	2.9616523
9234	cyclical	2.6501837
9235	indonesian	3.2971952
9236	panels	2.9864886
9237	processed	2.8102312
9238	functional	3.3165894
9239	google	2.9384072
9240	written	2.942041
9241	traverse	2.9185884
9242	boutique	3.6207962
9243	ceramic	3.2513802
9244	announce	3.5938675
9245	conceivable	2.986179
9246	action	3.0249665
9247	=	3.267006
9248	grammar	2.6151674
9249	collections	3.511795
9250	belonging	3.0227292
9251	crosswalk	2.931766
9252	methodists	3.0006952
9253	fabregas	2.974732
9254	heald	2.8537743
9255	but	2.7019403
9256	bunk	2.6081424
9257	though	2.8023105
9258	much	2.6274886
9259	refilled	2.660975
9260	charantia	2.98607
9261	pendants	3.4356549
9262	seizes	2.606444
9263	missing	2.606444
9264	goddamn	2.606444
9265	analysts	2.692016
9266	blink	2.6416204
9267	threatening	2.606444
9268	consoles	2.6206388
9269	victory	3.758403
9270	maintain	3.1744905
9271	collapsed	2.606444
9272	stamford	3.1444373
9273	envy	3.5746067
9274	tide	2.8979146
9275	sector	2.9667776
9276	colon	2.9911191
9277	candle	3.0226471
9278	weinberger	2.9806418
9279	imaginable	3.1595628
9280	duplicate	2.8919358
9281	inky	2.977467
9282	wanna	2.7538927
9283	gayhistory	3.030321
9284	gaza	2.606444
9285	aesthetic	3.236128
9286	mad	2.606444
9287	stein	3.0436516
9288	mouthwateringly	4.4076705
9289	sunni	2.608006
9290	consolidated	2.9302092
9291	industry	2.93896
9292	soviet	2.6277463
9293	398	2.960299
9294	understand	2.6447487
9295	wash	2.8298335
9296	software	3.0512042
9297	bernhard	3.0528429
9298	slovak	3.131988
9299	katie	3.6390443
9300	settlers	2.6065807
9301	articulate	3.0338197
9302	breaks	2.6203017
9303	australia	2.9824922
9304	cool	3.8623993
9305	doctorate	3.0402682
9306	!).	3.030321
9307	stopping	2.8604107
9308	getaways	4.004366
9309	cam	3.0043337
9310	nep	2.956448
