Word,Value,Freq,NN_Rank
crop,-0.36267605,2,4811
eye,-0.36282176,25,4812
seconds,-0.36292186,1,4813
girls,-0.3642263,11,4814
spectrum,-0.36480668,1,4815
barriers,-0.36496487,2,4816
civilization,-0.36568603,1,4817
sicking,-0.36572394,1,4818
a.i,-0.366672,1,4819
smashed,-0.36862022,1,4820
capability,-0.36963078,2,4821
k,-0.3697241,1,4822
vaccine,-0.37008908,1,4823
occurred,-0.37013766,10,4824
contributing,-0.3704251,2,4825
christians,-0.37076142,5,4826
committed,-0.37103352,7,4827
malice,-0.37135515,1,4828
ono,-0.37146947,1,4829
arresting,-0.3719549,2,4830
choose,-0.3729464,8,4831
network,-0.37307006,3,4832
explain,-0.3732979,3,4833
here,-0.37436324,126,4834
cooked,-0.37556192,1,4835
implement,-0.3757781,3,4836
kind,-0.37631467,108,4837
dnc,-0.37683743,1,4838
easily,-0.3769885,17,4839
give,-0.3775968,31,4840
collapsed,-0.37821427,1,4841
advising,-0.3789951,1,4842
enviroment,-0.3800476,1,4843
juice,-0.38034558,1,4844
quick,-0.38047048,4,4845
ruined,-0.38101378,7,4846
product,-0.38201463,8,4847
disbanded,-0.38256782,1,4848
with,-0.38269803,683,4849
rob,-0.38303968,1,4850
useful,-0.38321596,1,4851
sometimes,-0.38393578,45,4852
change,-0.38478595,106,4853
praise,-0.38612887,1,4854
?,-0.3866876,568,4855
secondly,-0.38753492,1,4856
lady,-0.38769722,8,4857
their,-0.38832003,590,4858
aghast,-0.39021698,1,4859
suggests,-0.3914848,5,4860
note,-0.39168364,5,4861
accords,-0.39169112,2,4862
thai,-0.3931816,2,4863
wherever,-0.39444563,1,4864
subscriber,-0.3947058,1,4865
chilling,-0.396013,1,4866
looking,-0.3960146,20,4867
entered,-0.39602628,2,4868
solar,-0.3976131,1,4869
considerate,-0.39931706,1,4870
oil,-0.40024465,38,4871
animalistic,-0.400318,1,4872
blind,-0.40043074,2,4873
threatened,-0.4007679,7,4874
thorton,-0.40122533,2,4875
pleasant,-0.4019387,3,4876
reportedly,-0.40238085,1,4877
owner,-0.40253532,2,4878
addict,-0.40306407,1,4879
manipulate,-0.40356234,2,4880
wished,-0.40444213,1,4881
trust,-0.40476963,19,4882
eat,-0.40489668,30,4883
dog,-0.40506876,16,4884
wraparound,-0.40542123,2,4885
british,-0.40619698,6,4886
divulged,-0.4077774,1,4887
hoping,-0.40793923,9,4888
them-,-0.40810576,1,4889
calorie,-0.4083476,2,4890
boundaries,-0.4084632,2,4891
doom,-0.4086062,2,4892
positive,-0.40874133,11,4893
allows,-0.4089734,6,4894
facebook,-0.40927777,4,4895
characters,-0.4093373,1,4896
mud,-0.4096119,9,4897
disruption,-0.40969852,1,4898
bp,-0.40977007,1,4899
wider,-0.4099324,1,4900
nembutal,-0.41085145,1,4901
2001,-0.41114232,1,4902
gotten,-0.41222215,9,4903
1,-0.41258237,12,4904
appealing,-0.41268232,2,4905
pleased,-0.41307202,2,4906
everything,-0.41440782,51,4907
ticks,-0.41443,1,4908
brutalize,-0.41443676,1,4909
prevented,-0.41562712,13,4910
limited,-0.4163691,1,4911
roll,-0.4165442,3,4912
google,-0.4168634,5,4913
hunt,-0.41761458,6,4914
rearing,-0.41790482,1,4915
*,-0.41796228,4,4916
downward,-0.41902384,2,4917
kennel,-0.41909978,3,4918
gunned,-0.419517,1,4919
climb,-0.4201902,2,4920
commited,-0.4206534,1,4921
initiated,-0.42155603,1,4922
conscious,-0.42258462,2,4923
taught,-0.42279115,4,4924
mayo,-0.42333695,1,4925
tipped,-0.42365465,1,4926
ghost,-0.42402038,1,4927
thick,-0.42443654,2,4928
haram,-0.42491278,5,4929
mentions,-0.4249135,3,4930
mean,-0.42634115,56,4931
posted,-0.42649183,6,4932
teenagers,-0.4267036,5,4933
creates,-0.42679778,1,4934
escalates,-0.42687377,1,4935
believes,-0.42705187,3,4936
structure,-0.42737898,1,4937
beleive,-0.4277052,1,4938
company,-0.4279172,35,4939
needing,-0.42811367,1,4940
worthy,-0.42894801,1,4941
triggering,-0.43001536,1,4942
climate,-0.4303052,72,4943
furthermore,-0.43040225,2,4944
shown,-0.43143567,12,4945
yet,-0.43145415,54,4946
vehicles,-0.43158457,4,4947
the,-0.4318984,5168,4948
creature,-0.43190292,6,4949
comfortable,-0.43429384,4,4950
outstanding,-0.4353129,2,4951
defining,-0.4355633,1,4952
produced,-0.43570027,2,4953
meal,-0.43597004,6,4954
1999,-0.43619195,2,4955
fingers,-0.43644688,2,4956
it,-0.4364697,2318,4957
pumpkin,-0.43657014,1,4958
highlighted,-0.43717888,1,4959
attempts,-0.4382355,1,4960
hours,-0.4382865,11,4961
yu,-0.43850306,2,4962
groom,-0.43883905,1,4963
contraceptive,-0.4394085,3,4964
depressing,-0.43963906,2,4965
congratulated,-0.44036505,1,4966
overthere,-0.44044265,1,4967
cognizant,-0.44067618,1,4968
into,-0.44078347,171,4969
making,-0.4409828,54,4970
good.but,-0.44126168,1,4971
dumped,-0.44163498,2,4972
unsolved,-0.44173786,2,4973
heinous,-0.44219992,2,4974
incite,-0.44263104,2,4975
version,-0.4426585,4,4976
good,-0.4429572,146,4977
greatest,-0.44313595,1,4978
2004,-0.44314048,1,4979
patrolling,-0.44334796,1,4980
taking,-0.44416246,53,4981
hunting,-0.44468638,1,4982
deserves,-0.4448031,12,4983
trusting,-0.44597146,2,4984
un,-0.4469655,11,4985
tempting,-0.44822773,1,4986
results,-0.4482533,10,4987
handed,-0.4491175,3,4988
products,-0.44916722,14,4989
intelligence,-0.44946346,2,4990
sound,-0.44968292,10,4991
confirmed,-0.44971606,3,4992
sign,-0.4509301,8,4993
face,-0.45097288,37,4994
imitate,-0.45103773,1,4995
named,-0.45144734,8,4996
college,-0.4515662,9,4997
doubled,-0.4521354,5,4998
stores,-0.45371982,1,4999
do,-0.45472756,886,5000
alone,-0.45510212,22,5001
gushing,-0.45541844,2,5002
nightly,-0.4556614,2,5003
commented,-0.45674232,2,5004
coffee,-0.4570615,20,5005
hosue,-0.45757648,1,5006
rots,-0.45786908,1,5007
consider,-0.4584498,14,5008
risk,-0.45915052,22,5009
ashamed,-0.4597403,4,5010
jobs,-0.45974705,16,5011
first,-0.46021292,63,5012
deserved,-0.46021792,2,5013
week,-0.4604642,13,5014
forget,-0.46049926,9,5015
precaution,-0.46064833,2,5016
closing,-0.46093056,1,5017
smooth,-0.46109912,1,5018
sexuality,-0.461145,1,5019
lean,-0.46148935,1,5020
asked,-0.46206722,8,5021
discriminated,-0.46236077,2,5022
asking,-0.4624487,7,5023
contributor,-0.4625238,1,5024
wipe,-0.46263584,2,5025
fifty,-0.46272567,4,5026
attribute,-0.46319702,1,5027
favor,-0.46341792,7,5028
balanced,-0.46434036,1,5029
frequently,-0.46486697,3,5030
frustrating,-0.46492222,5,5031
noting,-0.46517083,1,5032
frequency,-0.4651946,1,5033
lawless,-0.4654971,1,5034
gladly,-0.46552202,1,5035
2002,-0.46561167,1,5036
wiping,-0.46602628,1,5037
awfully,-0.466696,1,5038
historically,-0.46672466,1,5039
applied,-0.46680698,1,5040
ironic,-0.46728006,2,5041
puts,-0.46748438,3,5042
precisely,-0.46758524,1,5043
everywhere,-0.46797296,11,5044
management,-0.4686102,3,5045
ramifications,-0.4688457,1,5046
crucified,-0.46889648,1,5047
hotel,-0.46911702,2,5048
grey,-0.47050092,1,5049
blown,-0.4713473,1,5050
play,-0.47140023,16,5051
took,-0.47165272,22,5052
docs,-0.47167256,2,5053
origin,-0.47193488,1,5054
mouth,-0.47215942,3,5055
delve,-0.472576,1,5056
dissociated,-0.47280994,1,5057
wins,-0.47338542,4,5058
invasion,-0.47431865,3,5059
say,-0.4744092,83,5060
admired,-0.4751518,1,5061
man,-0.47556815,128,5062
some,-0.47570732,345,5063
promise,-0.4768127,2,5064
misleading,-0.47717378,1,5065
manipulative,-0.47769436,1,5066
stuffed,-0.47916457,1,5067
launching,-0.47923937,1,5068
dreaming,-0.48016933,1,5069
billion,-0.4802569,3,5070
classify,-0.48035774,2,5071
saturday,-0.4805517,7,5072
partly,-0.4810156,2,5073
later,-0.4813113,28,5074
convicted,-0.4817548,5,5075
capable,-0.48216507,4,5076
realized,-0.48239723,7,5077
embassies,-0.48255137,1,5078
unfriend,-0.48318073,1,5079
since,-0.48323116,96,5080
belong,-0.48455426,2,5081
feminism,-0.48484054,1,5082
dosage,-0.4858161,2,5083
that,-0.48617408,2548,5084
dangerous,-0.48654172,34,5085
build,-0.48692796,10,5086
triggered,-0.48715857,2,5087
market,-0.48762742,6,5088
indiscretion,-0.48830274,1,5089
uploaded,-0.48847488,1,5090
plays,-0.4885504,4,5091
spot,-0.48960474,3,5092
program,-0.48963758,8,5093
defective,-0.4897,2,5094
removing,-0.48987988,1,5095
deadline,-0.4902496,1,5096
tag,-0.49031755,1,5097
immature,-0.49045715,1,5098
occur,-0.49112108,6,5099
educated,-0.49134007,6,5100
daytime,-0.49146375,1,5101
chemistry,-0.49152634,1,5102
planning,-0.49166343,6,5103
havoc,-0.49180207,1,5104
saw,-0.49187157,19,5105
talent,-0.49199608,3,5106
canadian,-0.49246952,2,5107
bonus,-0.49374142,1,5108
headlines,-0.49419478,1,5109
cleaning,-0.4944156,2,5110
soccer,-0.4950573,2,5111
potatoes,-0.49601695,1,5112
superbug,-0.4961433,1,5113
qualifies,-0.49637046,1,5114
stranger,-0.4966599,1,5115
cited,-0.49685296,2,5116
possibly,-0.4969935,13,5117
way,-0.49801442,218,5118
reaction,-0.4982731,2,5119
silent,-0.49891892,1,5120
hen,-0.498996,1,5121
sleeping,-0.49937686,4,5122
obligated,-0.49950692,1,5123
implicated,-0.50035125,1,5124
away,-0.5005282,77,5125
benefiting,-0.50056756,1,5126
eighties,-0.5010082,1,5127
usable,-0.5019196,1,5128
consequences,-0.50209546,21,5129
fueled,-0.5022818,2,5130
sticker,-0.5034241,1,5131
mistakenly,-0.50528336,1,5132
successful,-0.5054135,7,5133
see.i,-0.50550723,1,5134
publicity,-0.5058001,1,5135
ios,-0.5059054,1,5136
twinge,-0.5065604,1,5137
channels,-0.5067278,1,5138
climbed,-0.5070516,2,5139
participated,-0.50741136,1,5140
national,-0.507692,13,5141
cultures,-0.50774765,1,5142
consumption,-0.50802565,2,5143
speaking,-0.5082592,5,5144
reward,-0.5092363,2,5145
defined,-0.50971854,2,5146
moat,-0.5100345,1,5147
acquiring,-0.51042295,1,5148
highjacking,-0.5105709,1,5149
80s,-0.5110984,2,5150
lawyer,-0.5112237,4,5151
answer,-0.51124597,9,5152
account,-0.51168907,20,5153
well,-0.5117808,150,5154
proactive,-0.51267815,1,5155
hub,-0.5132009,1,5156
arw,-0.5132619,1,5157
bald,-0.5137333,1,5158
madness,-0.5141502,2,5159
choice,-0.51416993,19,5160
regions,-0.514648,2,5161
scottie,-0.5149502,2,5162
americans,-0.5152128,21,5163
tightly,-0.5152527,1,5164
...,-0.5156142,46,5165
bought,-0.5156747,4,5166
deal,-0.51595247,44,5167
scale,-0.5160755,5,5168
title,-0.51676214,2,5169
mathematically,-0.5170294,1,5170
granting,-0.51704407,1,5171
lifestyle,-0.51750714,10,5172
follow,-0.5175899,10,5173
extra,-0.5179701,2,5174
required,-0.51806426,4,5175
bill,-0.5190852,2,5176
afford,-0.519603,12,5177
luxuries,-0.5197419,1,5178
online,-0.5199561,16,5179
per,-0.51999867,5,5180
operator,-0.52005196,1,5181
discomfort,-0.520137,1,5182
viewed,-0.52034575,2,5183
unstable,-0.5203623,2,5184
comedy,-0.5208059,2,5185
movements,-0.521071,1,5186
videotaped,-0.52123886,1,5187
posting,-0.5212776,2,5188
mutation,-0.5217161,2,5189
ugh,-0.52194506,8,5190
thankfully,-0.5226154,6,5191
apart,-0.5227859,8,5192
total,-0.5229607,11,5193
damning,-0.5230872,1,5194
imagining,-0.5231232,4,5195
accidentally,-0.5231353,2,5196
rabies,-0.523474,2,5197
fencing,-0.5245704,1,5198
blacks,-0.5249394,8,5199
mentally,-0.52497953,16,5200
names,-0.5250297,3,5201
insert,-0.5254254,1,5202
amounting,-0.5254556,1,5203
scratch,-0.5256456,1,5204
slowly,-0.52619374,3,5205
),-0.52637696,54,5206
pick,-0.526814,9,5207
dutiful,-0.52752966,1,5208
smartphones,-0.5277775,1,5209
fungus,-0.5284282,1,5210
view,-0.52843904,6,5211
assured,-0.5290343,1,5212
strike,-0.5293189,4,5213
decrease,-0.529644,2,5214
partners,-0.529695,3,5215
amazement,-0.53010225,1,5216
anytime,-0.5302384,5,5217
researchers,-0.5312474,8,5218
potential,-0.531376,6,5219
winning,-0.5317167,2,5220
allready,-0.53180957,1,5221
wondering,-0.5321212,6,5222
explored,-0.5322319,2,5223
gon,-0.5322376,6,5224
calibrated,-0.5325254,2,5225
turn,-0.53259915,21,5226
responsible,-0.5327236,21,5227
facilities,-0.53354776,1,5228
suppressed,-0.5341049,1,5229
collar,-0.5347743,1,5230
value,-0.53518486,6,5231
oversight,-0.53529143,2,5232
attack,-0.5354846,32,5233
collaboratively,-0.53579926,1,5234
clinic,-0.53588665,2,5235
shy,-0.5363085,1,5236
cyber,-0.53631514,1,5237
conduct,-0.536428,1,5238
prosecute,-0.53671914,2,5239
shopping,-0.5370606,1,5240
habits,-0.5385791,4,5241
target,-0.53875244,5,5242
retrospect,-0.5388187,1,5243
shaft,-0.5388693,1,5244
order,-0.53894347,34,5245
turning,-0.53921604,4,5246
square,-0.54007447,7,5247
sharply,-0.540226,1,5248
qaeda,-0.5404519,1,5249
transpire,-0.54099154,2,5250
investigating,-0.54150945,1,5251
god,-0.5415834,29,5252
lifestyles,-0.5418818,2,5253
deemed,-0.54195166,3,5254
comparisons,-0.54243815,1,5255
jew,-0.5425335,6,5256
lot,-0.54281867,137,5257
brand,-0.54297554,6,5258
license,-0.5431628,3,5259
aware,-0.5432753,18,5260
score,-0.5436197,1,5261
usa,-0.5438955,12,5262
someone,-0.54433954,162,5263
awake,-0.5444093,2,5264
park,-0.5445896,16,5265
horribly,-0.5448257,2,5266
infrastructure,-0.5449669,2,5267
splat,-0.5453063,1,5268
implications,-0.5456314,2,5269
flawed,-0.5457348,1,5270
adequate,-0.546723,1,5271
eats,-0.54695046,2,5272
nort,-0.5471152,1,5273
mix,-0.5475339,2,5274
warming,-0.54772884,37,5275
jews,-0.54791695,6,5276
performances,-0.5483154,1,5277
term,-0.5487634,10,5278
nasa,-0.54898703,1,5279
reacting,-0.54903966,1,5280
queer,-0.54925895,2,5281
ad,-0.54944026,2,5282
sentence,-0.5496347,8,5283
stops,-0.5497401,4,5284
barrack,-0.54985964,1,5285
scary,-0.55018485,44,5286
economic,-0.550467,8,5287
promote,-0.5504785,3,5288
catch,-0.5507011,15,5289
manly,-0.5516347,1,5290
preteens,-0.5516443,1,5291
as,-0.5518714,609,5292
trusted,-0.55242324,4,5293
organically,-0.5524473,1,5294
surfing,-0.55248034,2,5295
steaming,-0.5531447,2,5296
z,-0.5532159,1,5297
prior,-0.553436,5,5298
drummed,-0.55357516,1,5299
failure,-0.55456847,5,5300
mosquito,-0.5548559,4,5301
china,-0.5553222,15,5302
lately,-0.55558443,12,5303
overlooked,-0.5565883,3,5304
disrespectful,-0.5566585,1,5305
screeched,-0.5568023,1,5306
motivation,-0.55686355,1,5307
abject,-0.5569917,2,5308
championship,-0.55747557,1,5309
selfies,-0.55761826,2,5310
degrees,-0.5587656,4,5311
unspoken,-0.55897754,1,5312
empty,-0.5592325,3,5313
facility,-0.5594305,1,5314
filmmaker,-0.5599035,1,5315
0,-0.5605078,1,5316
password,-0.5606691,1,5317
careers,-0.56109995,1,5318
vastly,-0.56141925,1,5319
drinking,-0.56212485,9,5320
vile,-0.562226,3,5321
cook,-0.5622582,3,5322
shoulder,-0.5630751,1,5323
disorder,-0.563205,6,5324
revealed,-0.56374073,9,5325
task,-0.5640044,3,5326
manipulated,-0.5640282,1,5327
quarter,-0.56404406,1,5328
outrage,-0.5644239,1,5329
missiles,-0.5645897,1,5330
ooh,-0.5655018,1,5331
6th,-0.5660595,1,5332
changing,-0.56628025,4,5333
being,-0.5664852,301,5334
tribalism,-0.5665754,1,5335
onions,-0.56678754,2,5336
disturbing,-0.5668664,38,5337
dangerously,-0.56696963,1,5338
apes,-0.56699306,1,5339
practices,-0.5679872,5,5340
depends,-0.56823385,1,5341
mechanically,-0.56884503,1,5342
contradicts,-0.56919944,1,5343
manipulation,-0.5695141,1,5344
axed,-0.56965697,1,5345
evidenced,-0.57014215,1,5346
erroneous,-0.57022405,1,5347
offended,-0.57026446,3,5348
surely,-0.57049865,3,5349
complex,-0.5705416,2,5350
conclusion,-0.5713984,3,5351
vegetables,-0.5715512,1,5352
neighbors,-0.5718352,2,5353
cares,-0.5726184,9,5354
were,-0.5727794,306,5355
videos,-0.57278305,6,5356
exercise,-0.5731504,2,5357
social,-0.5737451,24,5358
committing,-0.5738189,7,5359
flexibility,-0.57460976,1,5360
chose,-0.57549155,4,5361
highschool,-0.5755289,1,5362
ending,-0.57585835,11,5363
articles,-0.5766114,27,5364
respect,-0.5766764,16,5365
t,-0.57690704,3,5366
harassed,-0.57719266,5,5367
flipped,-0.577271,2,5368
event,-0.57737666,22,5369
presidential,-0.5775573,8,5370
holds,-0.5784487,2,5371
leader,-0.5785934,9,5372
frame,-0.57866824,2,5373
thin,-0.57948923,2,5374
free,-0.57978874,23,5375
intentions,-0.580001,1,5376
driving,-0.58015555,18,5377
destination,-0.58068025,2,5378
forced,-0.58095694,22,5379
movement,-0.5810337,6,5380
administered,-0.58132637,2,5381
places,-0.58161163,20,5382
marches,-0.58265257,2,5383
nudes,-0.58283395,1,5384
always,-0.58314717,113,5385
partially,-0.5833467,3,5386
ironically,-0.58334684,2,5387
wise,-0.5838662,2,5388
impeded,-0.584371,1,5389
pursue,-0.58461833,2,5390
got,-0.58503586,84,5391
completely,-0.585752,44,5392
had,-0.5860259,291,5393
russel,-0.5861149,1,5394
embarrassment,-0.58618236,1,5395
snake,-0.5865126,7,5396
bailout,-0.5867564,1,5397
move,-0.58678734,29,5398
implant,-0.58710766,1,5399
bag,-0.587324,2,5400
purpose,-0.58738023,7,5401
reckless,-0.5876712,1,5402
costs,-0.58774835,8,5403
display,-0.58818114,4,5404
end,-0.5884601,76,5405
works,-0.58875954,10,5406
prime,-0.5889075,3,5407
sciences,-0.58902377,1,5408
perhaps,-0.58966744,13,5409
commuting,-0.5901767,1,5410
gash,-0.5902183,1,5411
pattern,-0.5904145,3,5412
uncontrollable,-0.59106505,1,5413
murders,-0.5910754,3,5414
became,-0.59118795,4,5415
purchasing,-0.59150654,2,5416
filmed,-0.5916258,1,5417
lowly,-0.5926697,1,5418
dilemma,-0.59289664,1,5419
strongest,-0.593122,4,5420
wind,-0.59322476,5,5421
giga,-0.5934285,1,5422
skyrocketed,-0.59372973,1,5423
luxurious,-0.593788,1,5424
pulled,-0.59382105,3,5425
continuing,-0.59385407,6,5426
banana,-0.59420365,3,5427
revenue,-0.59424007,1,5428
pressured,-0.594375,1,5429
gap,-0.5945109,13,5430
misdeeds,-0.5947113,1,5431
them,-0.5950013,438,5432
obey,-0.59503335,1,5433
weakness,-0.59551203,2,5434
commonplace,-0.59566337,1,5435
industry,-0.5958081,11,5436
steer,-0.5959896,1,5437
picked,-0.596103,2,5438
artists,-0.5961357,3,5439
gates,-0.59624135,1,5440
dependent,-0.5962473,1,5441
few,-0.5964749,41,5442
genitals,-0.5965182,1,5443
laugh,-0.5974109,6,5444
effort,-0.59755385,11,5445
pushes,-0.59780025,2,5446
underneath,-0.5982783,2,5447
mechanical,-0.5983981,2,5448
locally,-0.5991343,1,5449
funnel,-0.59933555,1,5450
import,-0.59942657,2,5451
ended,-0.59983027,14,5452
ceasing,-0.6001514,1,5453
fat,-0.60018027,5,5454
points,-0.60021,9,5455
camera,-0.60076696,2,5456
directed,-0.6009211,2,5457
serial,-0.6010653,2,5458
linked,-0.601143,2,5459
consciously,-0.6011473,2,5460
assessed,-0.6011862,2,5461
screamed,-0.6015073,2,5462
booked,-0.6017218,1,5463
continually,-0.6017341,3,5464
islamism,-0.60187054,1,5465
seep,-0.60252047,1,5466
britian,-0.6032199,1,5467
raid,-0.603507,1,5468
retaliate,-0.60436344,2,5469
camp,-0.60443574,8,5470
talents,-0.6044917,2,5471
think,-0.6045556,500,5472
....,-0.60523474,6,5473
irresponsible,-0.60559857,5,5474
drop,-0.6056981,7,5475
sexually,-0.605859,4,5476
speech,-0.6065241,5,5477
certainly,-0.60692567,18,5478
working,-0.6070694,45,5479
regard,-0.6071367,1,5480
sports,-0.60818565,24,5481
protein,-0.60823154,1,5482
absconded,-0.60843754,1,5483
bananas,-0.6086376,10,5484
xd,-0.60906804,1,5485
under,-0.60941565,29,5486
actresses,-0.60951924,1,5487
bone,-0.610954,1,5488
worship,-0.6110015,1,5489
putin,-0.61104393,3,5490
grab,-0.61116844,1,5491
professor,-0.6114132,1,5492
kill,-0.61151385,64,5493
clouds,-0.6118386,1,5494
star,-0.6120689,4,5495
action,-0.612235,11,5496
suddenly,-0.6141919,7,5497
telling,-0.6143235,11,5498
nice,-0.6144667,13,5499
saddam,-0.6144953,3,5500
customers,-0.61471444,2,5501
hour,-0.61493635,8,5502
obesity,-0.6149935,7,5503
a,-0.61500376,2578,5504
vacations,-0.61555815,2,5505
traffic,-0.6156521,2,5506
counterfeit,-0.6158922,1,5507
produce,-0.61622846,4,5508
applaud,-0.6167386,1,5509
fed,-0.6169051,2,5510
comparison,-0.61713225,2,5511
incorrect,-0.61752486,1,5512
actor,-0.6181134,5,5513
seasonal,-0.618202,1,5514
teached,-0.61840653,1,5515
temps,-0.6187328,3,5516
highway,-0.6189013,5,5517
wrists,-0.6194905,1,5518
background,-0.61969006,4,5519
violent,-0.6200079,21,5520
enjoyed,-0.6201992,2,5521
na,-0.6206126,6,5522
industries,-0.62117374,6,5523
reacted,-0.621244,1,5524
syndrome,-0.6216568,3,5525
frankenfood,-0.6220449,1,5526
akin,-0.62235916,2,5527
denied,-0.62246746,4,5528
concerns,-0.62260246,7,5529
person,-0.6232,135,5530
outskirts,-0.62324387,1,5531
suggest,-0.6233231,2,5532
associate,-0.6233276,1,5533
equally,-0.62333405,5,5534
upheld,-0.6233845,1,5535
inspector,-0.6234418,1,5536
bands,-0.6236168,1,5537
lawsuit,-0.623944,5,5538
w,-0.62421197,1,5539
rebel,-0.6243298,1,5540
presented,-0.62460387,1,5541
plans,-0.6248868,5,5542
gases,-0.62496066,1,5543
signing,-0.6254728,1,5544
toughie,-0.62556416,1,5545
coworkers,-0.6258297,1,5546
athletes,-0.6264347,3,5547
focuses,-0.62693983,1,5548
highly,-0.6276094,7,5549
atrocious,-0.6276339,2,5550
dig,-0.6280171,2,5551
presents,-0.6280367,1,5552
ribald,-0.6283312,1,5553
significant,-0.6284796,3,5554
heading,-0.6285156,2,5555
detour,-0.6287824,1,5556
barbed,-0.6288313,1,5557
practically,-0.62896985,1,5558
supporter,-0.6289971,5,5559
promises,-0.62918097,1,5560
shows,-0.62922823,33,5561
pill,-0.6295031,5,5562
clip,-0.62966496,1,5563
skunk,-0.62989837,2,5564
senseless,-0.6299748,8,5565
brands,-0.63012064,1,5566
oppressive,-0.6303723,1,5567
explained,-0.6308781,2,5568
place,-0.63115805,104,5569
control,-0.63118804,59,5570
bu,-0.6311904,1,5571
giving,-0.63127553,11,5572
society,-0.6313593,55,5573
gets,-0.6315302,42,5574
closed,-0.63161683,3,5575
precautionary,-0.6318082,2,5576
twitter,-0.6325277,3,5577
sales,-0.6325823,3,5578
definitely,-0.63319373,30,5579
citizen,-0.6332371,5,5580
overuse,-0.6335533,1,5581
breath,-0.6336,4,5582
defintiely,-0.6336181,1,5583
sensationalism,-0.6344152,1,5584
inevitable,-0.63446355,1,5585
planet,-0.63461244,27,5586
night,-0.63463414,14,5587
factories,-0.63480914,2,5588
likeliness,-0.63526314,1,5589
small,-0.63634044,22,5590
ability,-0.63638484,10,5591
before,-0.6370735,91,5592
prescribed,-0.6374588,4,5593
address,-0.6375029,4,5594
cavendish,-0.63765156,2,5595
totally,-0.6379535,16,5596
confused,-0.63807803,6,5597
prostitute,-0.63826257,1,5598
duvet,-0.6386856,1,5599
tommorrow,-0.63876116,1,5600
regime,-0.63882536,3,5601
spotlight,-0.6389001,2,5602
loads,-0.6392609,1,5603
-,-0.63965535,225,5604
cases,-0.6402946,13,5605
monkey,-0.6403936,2,5606
badge,-0.6403944,1,5607
outcome,-0.64042944,5,5608
row,-0.6405808,1,5609
commit,-0.64070266,17,5610
promotion,-0.6410403,1,5611
cures,-0.64127886,1,5612
using,-0.64145356,36,5613
state,-0.64154184,38,5614
iphone,-0.6418569,1,5615
combating,-0.64203286,4,5616
permanent,-0.64217246,5,5617
horn,-0.6421752,2,5618
calmly,-0.6423251,1,5619
tempted,-0.64273906,2,5620
permanently,-0.64293104,4,5621
girlfriend,-0.64321804,1,5622
again,-0.64339185,79,5623
restaurants,-0.6438948,2,5624
sells,-0.64510155,1,5625
guard,-0.6453103,2,5626
pronounce,-0.6453188,2,5627
thinga,-0.64622295,1,5628
benefit,-0.64659023,5,5629
pretty,-0.64679706,73,5630
really,-0.6469064,423,5631
breaks,-0.64823616,8,5632
at,-0.6485018,386,5633
underestimate,-0.648603,1,5634
applicable,-0.64875954,1,5635
knows,-0.6496089,12,5636
detail,-0.6496799,3,5637
snapchat,-0.65019715,1,5638
tampered,-0.65034103,1,5639
installed,-0.65043986,1,5640
restraint,-0.650466,5,5641
watch,-0.65066206,12,5642
wordy,-0.6513171,1,5643
counted,-0.6518024,2,5644
commonly,-0.65186316,2,5645
gender,-0.6519773,8,5646
key,-0.65218115,4,5647
happening,-0.65266407,76,5648
spotted,-0.6528603,1,5649
rings,-0.6530198,1,5650
leading,-0.65382206,4,5651
suspenseful,-0.6541619,1,5652
waived,-0.65460205,1,5653
increasingly,-0.6547189,1,5654
afterwards,-0.65475357,1,5655
nails,-0.6549863,1,5656
global,-0.6552234,42,5657
tracked,-0.655309,1,5658
managed,-0.65544015,2,5659
developments,-0.65603626,1,5660
applies,-0.65621424,2,5661
fumes,-0.656438,1,5662
spray,-0.6566757,4,5663
treason,-0.65691507,1,5664
only,-0.65697825,154,5665
continue,-0.6573062,40,5666
fresno,-0.6573664,1,5667
jeez,-0.65783405,1,5668
unsuspecting,-0.6585586,1,5669
couple,-0.65862,21,5670
just,-0.65862876,766,5671
roughly,-0.6589204,1,5672
model,-0.65911794,4,5673
somehow,-0.6592805,14,5674
wars,-0.65935296,5,5675
scratching,-0.65953946,1,5676
felons,-0.659795,1,5677
quality,-0.6599746,14,5678
bed,-0.66012156,3,5679
box,-0.66030204,4,5680
devices,-0.6609547,1,5681
confined,-0.6611794,1,5682
positiion,-0.66125596,1,5683
flavors,-0.6613838,1,5684
associated,-0.661396,8,5685
attackers,-0.6614185,1,5686
ranks,-0.6615781,1,5687
confident,-0.6616018,1,5688
realistically,-0.6617981,2,5689
koo,-0.662236,1,5690
preventing,-0.66240764,3,5691
prejudice,-0.6624334,1,5692
violations,-0.66277874,1,5693
drove,-0.6630666,1,5694
eating,-0.6631539,14,5695
forefront,-0.6634759,1,5696
allowing,-0.663609,7,5697
vice,-0.6637219,1,5698
enjoy,-0.6638297,23,5699
thwart,-0.6639542,1,5700
ambushes,-0.66396296,1,5701
put,-0.66416603,73,5702
sport,-0.66421294,5,5703
asia,-0.66451156,3,5704
intriguing,-0.6652492,1,5705
plague,-0.6655931,4,5706
claim,-0.66594535,6,5707
happens,-0.6661356,59,5708
hand,-0.6662766,30,5709
addressed,-0.6666665,3,5710
deals,-0.6667516,3,5711
sets,-0.66706777,2,5712
resolve,-0.66724,1,5713
failing,-0.6674079,3,5714
plan,-0.66780615,9,5715
